species_abbreviation,site_abbreviation,year,date_format,nid_estimated,nid_how,clutch_size,n_nest,comments
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),167,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),169,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),165,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),145,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),150,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),152,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),145,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),145,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),150,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),184,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),189,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),187,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),150,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),174,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),170,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),175,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),167,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),159,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),160,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),159,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),151,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),179,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),180,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),186,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),176,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),182,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),181,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),169,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),168,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),168,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),159,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),158,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),154,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),161,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),158,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),151,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),149,candling,4,2,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),194,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),195,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),188,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),169,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),157,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),147,candling,4,2,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),141,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),152,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),170,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),171,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),168,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),155,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),161,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),149,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),146,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),153,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),150,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),160,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),155,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),172,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),172,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),167,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),177,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),166,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),164,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),150,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),151,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),191,candling,3,2,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),153,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),188,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),167,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),174,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),170,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),150,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),149,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),195,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),147,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),180,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),190,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),188,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),190,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),189,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),180,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),172,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),176,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),155,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),154,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),160,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),145,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),148,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),153,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),159,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),156,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),192,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),160,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),160,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),181,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),155,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),157,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),152,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),154,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),151,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),197,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),187,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2021,ordinal (1 = January 1),181,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),192,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),152,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),161,candling,11,2,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),133,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),138,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),154,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GRSP,CGREC - MTORG,2022,ordinal (1 = January 1),189,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WIPH,CGREC - MTORG,2022,ordinal (1 = January 1),140,candling/back dating,4,1,"Since eggs were often hard to see through, we would estimate the age by candling 2 eggs and back date based on hatch date to ensure accurate estimation."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),132,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NSHO,CGREC - MTORG,2022,ordinal (1 = January 1),149,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),158,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),156,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),166,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),158,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),148,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),158,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GWTE,CGREC - MTORG,2022,ordinal (1 = January 1),158,candling,5,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),186,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),168,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),170,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),175,candling,6,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),184,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),185,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),187,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),182,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),173,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),168,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),163,candling,6,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),150,candling,3,2,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),162,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NSHO,CGREC - MTORG,2022,ordinal (1 = January 1),146,candling,12,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),157,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),148,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),151,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),156,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),144,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),149,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WIPH,CGREC - MTORG,2022,ordinal (1 = January 1),153,candling/back dating,4,1,"Since eggs were often hard to see through, we would estimate the age by candling 2 eggs and back date based on hatch date to ensure accurate estimation."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),141,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),139,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),139,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),162,candling,7,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NSHO,CGREC - MTORG,2022,ordinal (1 = January 1),141,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),144,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),160,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GWTE,CGREC - MTORG,2022,ordinal (1 = January 1),154,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),171,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),166,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),189,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),171,candling,6,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
