Year,id,X,Y,Spec,Date,Visit.Interval,Expos,Fate,Fate2,FirstFound,Stage,BHCONum,InitBHCO,Clutch,InitClutch,AgeFound,Open,KBG,Smooth.Brome,Litter,Bare,Forb,Grasslike,Woody,Litter.Depth,Veg.Height,R1,R2,R3,R4,Paddock,Replicate,Treatment,Notes
2021,GADW04651435176623,465143,5176623,GADW,6/24/2021,5,3,0,Survive,6/9/2021,Incubating,0,0,7,4,-4,,15,15,38,0,0,0,38,33,610,3,5,4,5,2,NE,MTORG,flushed
2021,GADW04651435176623,465143,5176623,GADW,6/27/2021,6,3,0,Survive,6/9/2021,Incubating,0,0,7,4,-4,,15,15,38,0,0,0,38,33,610,3,5,4,5,2,NE,MTORG,flushed
2021,GADW04651435176623,465143,5176623,GADW,6/30/2021,7,3,0,Survive,6/9/2021,Incubating,0,0,7,4,-4,,15,15,38,0,0,0,38,33,610,3,5,4,5,2,NE,MTORG,flushed
2021,GADW04651435176623,465143,5176623,GADW,7/3/2021,8,3,0,Survive,6/9/2021,Incubating,0,0,7,4,-4,,15,15,38,0,0,0,38,33,610,3,5,4,5,2,NE,MTORG,flushed
2021,GADW04651435176623,465143,5176623,GADW,7/6/2021,9,3,0,Survive,6/9/2021,Incubating,0,0,7,4,-4,,15,15,38,0,0,0,38,33,610,3,5,4,5,2,NE,MTORG,flushed
2021,GADW04651435176623,465143,5176623,GADW,7/9/2021,10,3,1,Failed,6/9/2021,Incubating,0,0,7,4,-4,,15,15,38,0,0,0,38,33,610,3,5,4,5,2,NE,MTORG,eggs crushed; nest torn apart
2021,GADW04657185176835,465718,5176835,GADW,6/14/2021,1,4,0,Survive,6/10/2021,Incubating,0,0,8,4,-4,,38,15,15,0,15,0,15,38,555,5,4,4,4,3,NE,MTORG,
2021,GADW04657185176835,465718,5176835,GADW,6/17/2021,2,3,0,Survive,6/10/2021,Incubating,0,0,8,4,-4,,38,15,15,0,15,0,15,38,555,5,4,4,4,3,NE,MTORG,flushed
2021,GADW04657185176835,465718,5176835,GADW,6/20/2021,3,3,0,Survive,6/10/2021,Incubating,0,0,8,4,-4,,38,15,15,0,15,0,15,38,555,5,4,4,4,3,NE,MTORG,flushed
2021,GADW04657185176835,465718,5176835,GADW,6/26/2021,4,6,0,Survive,6/10/2021,Incubating,0,0,8,4,-4,,38,15,15,0,15,0,15,38,555,5,4,4,4,3,NE,MTORG,flushed
2021,GADW04657185176835,465718,5176835,GADW,6/29/2021,5,3,0,Survive,6/10/2021,Incubating,0,0,8,4,-4,,38,15,15,0,15,0,15,38,555,5,4,4,4,3,NE,MTORG,flushed
2021,GADW04657185176835,465718,5176835,GADW,7/2/2021,6,3,0,Survive,6/10/2021,Incubating,0,0,8,4,-4,,38,15,15,0,15,0,15,38,555,5,4,4,4,3,NE,MTORG,flushed
2021,GADW04657185176835,465718,5176835,GADW,7/5/2021,7,3,0,Survive,6/10/2021,Incubating,0,0,8,4,-4,,38,15,15,0,15,0,15,38,555,5,4,4,4,3,NE,MTORG,flushed
2021,GADW04657185176835,465718,5176835,GADW,7/8/2021,8,3,0,Survive,6/10/2021,Incubating,0,0,8,4,-4,,38,15,15,0,15,0,15,38,555,5,4,4,4,3,NE,MTORG,flushed
2021,GADW04657185176835,465718,5176835,GADW,7/11/2021,9,3,1,Failed,6/10/2021,Incubating,0,0,8,4,-4,,38,15,15,0,15,0,15,38,555,5,4,4,4,3,NE,MTORG,bird not on nest; egshell in pieces; nest disheveled
2021,GADW04654495175873,465449,5175873,GADW,6/26/2021,1,1,0,Survive,6/25/2021,Incubating,0,0,8,8,10,,38,0,38,0,15,0,15,28,860,15,16,5,5,7,SE,MTORG,flushed
2021,GADW04654495175873,465449,5175873,GADW,6/29/2021,2,3,0,Survive,6/25/2021,Incubating,0,0,8,8,10,,38,0,38,0,15,0,15,28,860,15,16,5,5,7,SE,MTORG,flushed
2021,GADW04654495175873,465449,5175873,GADW,7/2/2021,3,3,0,Survive,6/25/2021,Incubating,0,0,8,8,10,,38,0,38,0,15,0,15,28,860,15,16,5,5,7,SE,MTORG,
2021,GADW04654495175873,465449,5175873,GADW,7/5/2021,4,3,0,Survive,6/25/2021,Incubating,0,0,8,8,10,,38,0,38,0,15,0,15,28,860,15,16,5,5,7,SE,MTORG,flushed
2021,GADW04654495175873,465449,5175873,GADW,7/8/2021,5,3,0,Survive,6/25/2021,Incubating,0,0,8,8,10,,38,0,38,0,15,0,15,28,860,15,16,5,5,7,SE,MTORG,flushed
2021,GADW04654495175873,465449,5175873,GADW,7/11/2021,6,3,1,Failed,6/25/2021,Incubating,0,0,8,8,10,,38,0,38,0,15,0,15,28,860,15,16,5,5,7,SE,MTORG,eggshells broken roughly; egg matter inside
2021,GADW04653115175737,465311,5175737,GADW,6/26/2021,1,1,0,Survive,6/25/2021,Incubating,0,0,10,10,2,,63,3,15,0,3,0,15,23,915,5,5,3,5,7,SE,MTORG,flushed
2021,GADW04653115175737,465311,5175737,GADW,6/29/2021,2,3,0,Survive,6/25/2021,Incubating,0,0,10,10,2,,63,3,15,0,3,0,15,23,915,5,5,3,5,7,SE,MTORG,flushed
2021,GADW04653115175737,465311,5175737,GADW,7/2/2021,3,3,1,Failed,6/25/2021,Incubating,0,0,10,10,2,,63,3,15,0,3,0,15,23,915,5,5,3,5,7,SE,MTORG,predated
2021,MALL04656525175676,465652,5175676,MALL,5/31/2021,1,3,0,Survive,5/28/2021,Laying,0,0,5,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,
2021,MALL04656525175676,465652,5175676,MALL,6/3/2021,2,3,0,Survive,5/28/2021,Laying,0,0,7,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,
2021,MALL04656525175676,465652,5175676,MALL,6/6/2021,3,3,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,no bird on nest
2021,MALL04656525175676,465652,5175676,MALL,6/9/2021,4,3,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,did not flush
2021,MALL04656525175676,465652,5175676,MALL,6/12/2021,5,3,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,flushed
2021,MALL04656525175676,465652,5175676,MALL,6/15/2021,6,3,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,flushed
2021,MALL04656525175676,465652,5175676,MALL,6/17/2021,7,2,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,did not flush
2021,MALL04656525175676,465652,5175676,MALL,6/20/2021,8,3,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,flushed
2021,MALL04656525175676,465652,5175676,MALL,6/23/2021,9,3,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,did not flush
2021,MALL04656525175676,465652,5175676,MALL,6/26/2021,10,3,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,flushed
2021,MALL04656525175676,465652,5175676,MALL,6/29/2021,11,3,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,did not flush
2021,MALL04656525175676,465652,5175676,MALL,7/2/2021,12,3,0,Survive,5/28/2021,Incubating,0,0,10,1,-5,,15,3,15,0,3,0,63,40,650,6,4,7,7,7,SE,MTORG,appears hatched
2021,GADW04648915175787,464891,5175787,GADW,6/18/2021,1,3,0,Survive,6/15/2021,Incubating,0,0,8,7,-1,,38,0,15,0,15,0,38,22,655,3,3,4,7,9,SW,MTORG,
2021,GADW04648915175787,464891,5175787,GADW,6/21/2021,2,3,0,Survive,6/15/2021,Incubating,0,0,8,7,-1,,38,0,15,0,15,0,38,22,655,3,3,4,7,9,SW,MTORG,bird not on nest
2021,GADW04648915175787,464891,5175787,GADW,6/24/2021,3,3,0,Survive,6/15/2021,Incubating,0,0,8,7,-1,,38,0,15,0,15,0,38,22,655,3,3,4,7,9,SW,MTORG,flushed
2021,GADW04648915175787,464891,5175787,GADW,6/27/2021,4,3,0,Survive,6/15/2021,Incubating,0,0,8,7,-1,,38,0,15,0,15,0,38,22,655,3,3,4,7,9,SW,MTORG,flushed
2021,GADW04648915175787,464891,5175787,GADW,6/30/2021,5,3,0,Survive,6/15/2021,Incubating,0,0,8,7,-1,,38,0,15,0,15,0,38,22,655,3,3,4,7,9,SW,MTORG,
2021,GADW04648915175787,464891,5175787,GADW,7/3/2021,6,3,1,Failed,6/15/2021,Incubating,0,0,8,7,-1,,38,0,15,0,15,0,38,22,655,3,3,4,7,9,SW,MTORG,eggs gone; pulled out of nest
2021,GADW04643655176478,464365,5176478,GADW,6/19/2021,1,3,0,Survive,6/16/2021,Incubating,0,0,10,10,1,,15,3,63,0,3,3,15,28,514,6,8,4,5,13,NW,MTORG,
2021,GADW04643655176478,464365,5176478,GADW,6/22/2021,2,3,0,Survive,6/16/2021,Incubating,0,0,10,10,1,,15,3,63,0,3,3,15,28,514,6,8,4,5,13,NW,MTORG,flushed
2021,GADW04643655176478,464365,5176478,GADW,6/25/2021,3,3,0,Survive,6/16/2021,Incubating,0,0,10,10,1,,15,3,63,0,3,3,15,28,514,6,8,4,5,13,NW,MTORG,flushed
2021,GADW04643655176478,464365,5176478,GADW,6/28/2021,4,3,0,Survive,6/16/2021,Incubating,0,0,10,10,1,,15,3,63,0,3,3,15,28,514,6,8,4,5,13,NW,MTORG,flushed
2021,GADW04643655176478,464365,5176478,GADW,7/1/2021,5,3,0,Survive,6/16/2021,Incubating,0,0,10,10,1,,15,3,63,0,3,3,15,28,514,6,8,4,5,13,NW,MTORG,
2021,GADW04643655176478,464365,5176478,GADW,7/4/2021,6,3,1,Failed,6/16/2021,Incubating,0,0,10,10,1,,15,3,63,0,3,3,15,28,514,6,8,4,5,13,NW,MTORG,eggshells dry with easily separated membrane; egg residue on inside of shell
2021,BOBO04651465176655,465146,5176655,BOBO,7/3/2021,1,4,1,Failed,6/29/2021,Incubating,1,1,1,1,6,,38,3,38,0,3,0,15,34,535,7,3,6,6,2,NE,MTORG,BHCO shell in nest
2021,BOBO04656965177119,465696,5177119,BOBO,6/26/2021,1,4,0,Survive,6/22/2021,Nestling,2,1,1,3,8,,63,38,3,0,0,0,3,35,710,5,6,5,5,3,NE,MTORG,
2021,BOBO04656965177119,465696,5177119,BOBO,6/29/2021,2,3,1,Failed,6/22/2021,Nestling,2,1,1,3,8,,63,38,3,0,0,0,3,35,710,5,6,5,5,3,NE,MTORG,no host nestling
2021,BOBO04650355175938,465035,5175938,BOBO,7/9/2021,1,1,0,Survive,7/8/2021,Incubating,3,3,2,2,6,,3,15,3,0,63,38,3,45,570,4,5,3,5,8,SE,MTORG,
2021,BOBO04650355175938,465035,5175938,BOBO,7/12/2021,2,3,0,Survive,7/8/2021,Incubating,3,3,2,2,6,,3,15,3,0,63,38,3,45,570,4,5,3,5,8,SE,MTORG,
2021,BOBO04650355175938,465035,5175938,BOBO,7/15/2021,3,3,0,Survive,7/8/2021,Nestling,3,3,2,2,6,,3,15,3,0,63,38,3,45,570,4,5,3,5,8,SE,MTORG,
2021,BOBO04650355175938,465035,5175938,BOBO,7/18/2021,4,3,1,Failed,7/8/2021,Nestling,3,3,2,2,6,,3,15,3,0,63,38,3,45,570,4,5,3,5,8,SE,MTORG,no BOBO around
2021,BOBO04642455176833,464245,5176833,BOBO,6/22/2021,1,3,0,Survive,6/19/2021,Incubating,0,0,5,5,5,,38,15,15,0,15,0,3,21,495,4,6,5,3,14,NW,MTORG,flushed
2021,BOBO04642455176833,464245,5176833,BOBO,6/25/2021,2,3,0,Survive,6/19/2021,Incubating,0,0,5,5,5,,38,15,15,0,15,0,3,21,495,4,6,5,3,14,NW,MTORG,
2021,BOBO04642455176833,464245,5176833,BOBO,6/28/2021,3,3,1,Failed,6/19/2021,Incubating,0,0,5,5,5,,38,15,15,0,15,0,3,21,495,4,6,5,3,14,NW,MTORG,lots of activity; male carrying food but nestlings were never in the nest
2021,BOBO04643905176752,464390,5176752,BOBO,6/19/2021,1,3,1,Failed,6/16/2021,Incubating,1,1,3,3,3,,85,0,15,0,15,0,3,40,505,4,4,5,5,14,NW,MTORG,BOBO egg damaged
2021,CCLO04655545175726,465554,5175726,CCLO,7/11/2021,1,3,0,Survive,7/8/2021,Incubating,0,0,3,3,8,,63,0,38,0,3,0,0,14,209,2,1,2,1,7,SE,MTORG,
2021,CCLO04655545175726,465554,5175726,CCLO,7/14/2021,2,3,0,Survive,7/8/2021,Nestling,0,0,3,3,8,,63,0,38,0,3,0,0,14,209,2,1,2,1,7,SE,MTORG,no parents seen
2021,CCLO04655545175726,465554,5175726,CCLO,7/17/2021,3,3,0,Survive,7/8/2021,Nestling,0,0,3,3,8,,63,0,38,0,3,0,0,14,209,2,1,2,1,7,SE,MTORG,
2021,CCLO04655545175726,465554,5175726,CCLO,7/20/2021,4,3,0,Survive,7/8/2021,Nestling,0,0,3,3,8,,63,0,38,0,3,0,0,14,209,2,1,2,1,7,SE,MTORG,tons of cattle around
2021,CCLO04655545175726,465554,5175726,CCLO,7/23/2021,5,3,1,Failed,7/8/2021,Nestling,0,0,3,3,8,,63,0,38,0,3,0,0,14,209,2,1,2,1,7,SE,MTORG,area trampled; 1 dead nestling
2021,CCLO04655555175760,465555,5175760,CCLO,6/26/2021,1,3,1,Failed,6/23/2021,Nestling,0,0,3,3,16,,38,0,38,15,3,0,0,5,220,1,1,1,2,7,SE,MTORG,
2021,CCLO04656025175711,465602,5175711,CCLO,6/17/2021,1,3,0,Survive,6/14/2021,Nestling,0,0,5,5,10,,38,0,63,0,3,0,0,7,360,1,1,2,1,7,SE,MTORG,
2021,CCLO04656025175711,465602,5175711,CCLO,6/20/2021,2,3,0,Survive,6/14/2021,Nestling,0,0,5,5,10,,38,0,63,0,3,0,0,7,360,1,1,2,1,7,SE,MTORG,mom not on nest
2021,CCLO04656025175711,465602,5175711,CCLO,6/23/2021,3,3,0,Survive,6/14/2021,Nestling,0,0,5,5,10,,38,0,63,0,3,0,0,7,360,1,1,2,1,7,SE,MTORG,
2021,CCLO04656025175711,465602,5175711,CCLO,6/26/2021,4,3,1,Failed,6/14/2021,Nestling,0,0,5,5,10,,38,0,63,0,3,0,0,7,360,1,1,2,1,7,SE,MTORG,female flew off; no fledglings spotted anywhere nearby
2021,WISN04654345176986,465434,5176986,WISN,6/12/2021,1,3,0,Survive,6/9/2021,Incubating,0,0,4,4,4,,0,0,3,0,0,85,0,40,570,5,4,4,6,2,NE,MTORG,
2021,WISN04654345176986,465434,5176986,WISN,6/15/2021,2,3,0,Survive,6/9/2021,Incubating,0,0,4,4,4,,0,0,3,0,0,85,0,40,570,5,4,4,6,2,NE,MTORG,parent flushed
2021,WISN04654345176986,465434,5176986,WISN,6/18/2021,3,3,0,Survive,6/9/2021,Incubating,0,0,4,4,4,,0,0,3,0,0,85,0,40,570,5,4,4,6,2,NE,MTORG,
2021,WISN04654345176986,465434,5176986,WISN,6/21/2021,4,3,1,Failed,6/9/2021,Incubating,0,0,4,4,4,,0,0,3,0,0,85,0,40,570,5,4,4,6,2,NE,MTORG,eggs gone/crushed
2021,BWTE04653065177018,465306,5177018,BWTE,7/6/2021,1,2,0,Survive,7/4/2021,Incubating,0,0,9,9,20,,38,0,38,0,0,0,38,22,515,3,2,5,3,2,NE,MTORG,
2021,BWTE04653065177018,465306,5177018,BWTE,7/9/2021,2,3,1,Failed,7/4/2021,Incubating,0,0,9,9,20,,38,0,38,0,0,0,38,22,515,3,2,5,3,2,NE,MTORG,crushed/torn apart; eggs scattered
2021,BWTE04652855176258,465285,5176258,BWTE,5/30/2021,1,3,1,Abandoned,5/27/2021,Laying,0,0,4,3,-4,,63,0,15,0,15,3,15,79,420,3,2,1,1,5,SE,MTORG,no parent at any of the nest checks after this; suspected abandoned
2021,BWTE04655865175870,465586,5175870,BWTE,6/20/2021,1,1,0,Survive,6/19/2021,Incubating,0,0,9,9,8,,63,0,38,0,3,0,3,49,376,5,3,3,3,6,SE,MTORG,flushed
2021,BWTE04655865175870,465586,5175870,BWTE,6/23/2021,2,3,0,Survive,6/19/2021,Incubating,0,0,9,9,8,,63,0,38,0,3,0,3,49,376,5,3,3,3,6,SE,MTORG,flushed
2021,BWTE04655865175870,465586,5175870,BWTE,6/26/2021,3,3,1,Failed,6/19/2021,Incubating,0,0,9,9,8,,63,0,38,0,3,0,3,49,376,5,3,3,3,6,SE,MTORG,predated
2021,BWTE04643935175735,464393,5175735,BWTE,6/18/2021,1,2,0,Survive,6/16/2021,Incubating,0,0,9,9,0,,85,0,15,0,3,0,15,35,523,5,7,6,7,10,SW,MTORG,flushed
2021,BWTE04643935175735,464393,5175735,BWTE,6/21/2021,2,3,0,Survive,6/16/2021,Incubating,0,0,9,9,0,,85,0,15,0,3,0,15,35,523,5,7,6,7,10,SW,MTORG,flushed
2021,BWTE04643935175735,464393,5175735,BWTE,6/24/2021,3,3,0,Survive,6/16/2021,Incubating,0,0,9,9,0,,85,0,15,0,3,0,15,35,523,5,7,6,7,10,SW,MTORG,flushed
2021,BWTE04643935175735,464393,5175735,BWTE,6/27/2021,4,3,0,Survive,6/16/2021,Incubating,0,0,9,9,0,,85,0,15,0,3,0,15,35,523,5,7,6,7,10,SW,MTORG,flushed
2021,BWTE04643935175735,464393,5175735,BWTE,6/30/2021,5,3,0,Survive,6/16/2021,Incubating,0,0,9,9,0,,85,0,15,0,3,0,15,35,523,5,7,6,7,10,SW,MTORG,flushed
2021,BWTE04643935175735,464393,5175735,BWTE,7/3/2021,6,3,0,Survive,6/16/2021,Incubating,0,0,6,9,0,,85,0,15,0,3,0,15,35,523,5,7,6,7,10,SW,MTORG,flushed; one crushed nearby
2021,BWTE04643935175735,464393,5175735,BWTE,7/6/2021,7,3,0,Survive,6/16/2021,Incubating,0,0,2,9,0,,85,0,15,0,3,0,15,35,523,5,7,6,7,10,SW,MTORG,flushed mom
2021,BWTE04643935175735,464393,5175735,BWTE,7/9/2021,8,3,1,Failed,6/16/2021,Incubating,0,0,2,9,0,,85,0,15,0,3,0,15,35,523,5,7,6,7,10,SW,MTORG,broken shells outside nest/eggs crushed and scattered
2021,BWTE04648505176477,464850,5176477,BWTE,6/7/2021,1,3,0,Survive,6/4/2021,Incubating,0,0,8,9,3,,38,0,38,0,15,3,3,40,545,4,5,3,3,14,NW,MTORG,
2021,BWTE04648505176477,464850,5176477,BWTE,6/10/2021,2,3,0,Survive,6/4/2021,Incubating,0,0,8,9,3,,38,0,38,0,15,3,3,40,545,4,5,3,3,14,NW,MTORG,
2021,BWTE04648505176477,464850,5176477,BWTE,6/13/2021,3,3,1,Failed,6/4/2021,Incubating,0,0,8,9,3,,38,0,38,0,15,3,3,40,545,4,5,3,3,14,NW,MTORG,veg done 7 days late; failed and predated
2021,WILL04655615176752,465561,5176752,WILL,6/1/2021,1,3,0,Survive,5/29/2021,Incubating,0,0,4,4,5,,63,15,15,0,3,0,0,60,468,3,4,4,4,3,NE,MTORG,
2021,WILL04655615176752,465561,5176752,WILL,6/4/2021,2,3,0,Survive,5/29/2021,Incubating,0,0,4,4,5,,63,15,15,0,3,0,0,60,468,3,4,4,4,3,NE,MTORG,
2021,WILL04655615176752,465561,5176752,WILL,6/7/2021,3,3,0,Survive,5/29/2021,Incubating,0,0,4,4,5,,63,15,15,0,3,0,0,60,468,3,4,4,4,3,NE,MTORG,
2021,WILL04655615176752,465561,5176752,WILL,6/11/2021,4,4,0,Survive,5/29/2021,Incubating,0,0,4,4,5,,63,15,15,0,3,0,0,60,468,3,4,4,4,3,NE,MTORG,
2021,WILL04655615176752,465561,5176752,WILL,6/14/2021,5,3,1,Failed,5/29/2021,Incubating,0,0,4,4,5,,63,15,15,0,3,0,0,60,468,3,4,4,4,3,NE,MTORG,1 broken shell; no WILL around
2021,SAVS04656305175805,465630,5175805,SAVS,5/30/2021,1,3,0,Survive,5/27/2021,Incubating,0,0,5,4,-1,,0,0,15,0,15,63,0,30,227,2,2,2,2,6,SE,MTORG,
2021,SAVS04656305175805,465630,5175805,SAVS,6/2/2021,2,3,0,Survive,5/27/2021,Incubating,0,0,5,4,-1,,0,0,15,0,15,63,0,30,227,2,2,2,2,6,SE,MTORG,
2021,SAVS04656305175805,465630,5175805,SAVS,6/5/2021,3,3,0,Survive,5/27/2021,Incubating,0,0,5,4,-1,,0,0,15,0,15,63,0,30,227,2,2,2,2,6,SE,MTORG,
2021,SAVS04656305175805,465630,5175805,SAVS,6/8/2021,4,3,0,Survive,5/27/2021,Incubating,0,0,5,4,-1,,0,0,15,0,15,63,0,30,227,2,2,2,2,6,SE,MTORG,
2021,SAVS04656305175805,465630,5175805,SAVS,6/11/2021,5,3,0,Survive,5/27/2021,Nestling,0,0,5,4,-1,,0,0,15,0,15,63,0,30,227,2,2,2,2,6,SE,MTORG,look young
2021,SAVS04656305175805,465630,5175805,SAVS,6/14/2021,6,3,0,Survive,5/27/2021,Nestling,0,0,5,4,-1,,0,0,15,0,15,63,0,30,227,2,2,2,2,6,SE,MTORG,bird not at nest
2021,SAVS04656305175805,465630,5175805,SAVS,6/17/2021,7,3,1,Failed,5/27/2021,Nestling,0,0,5,4,-1,,0,0,15,0,15,63,0,30,227,2,2,2,2,6,SE,MTORG,did not see or hear SAVS or BOBO
2021,SAVS04647135176833,464713,5176833,SAVS,7/4/2021,1,2,1,Failed,7/2/2021,Nestling,0,0,5,5,15,,15,0,15,0,63,15,0,15,420,4,4,4,5,15,NW,MTORG,saw SAVS chipping nearby but fledgling is too young to hatch
2021,YHBL04646605176609,464660,5176609,YHBL,6/7/2021,1,3,1,Failed,6/4/2021,Laying,0,0,1,1,-3,,0,0,0,63,0,38,0,WATER,1710,8,5,16,2,14,NW,MTORG,no bird at nest; predated
2021,MALL04654565176706,465456,5176706,MALL,6/23/2021,1,3,0,Survive,6/20/2021,Incubating,0,0,11,9,-2,,0,63,15,0,0,0,0,15,575,3,3,6,5,3,NE,MTORG,bird not at nest
2021,MALL04654565176706,465456,5176706,MALL,6/26/2021,2,3,0,Survive,6/20/2021,Incubating,0,0,11,9,-2,,0,63,15,0,0,0,0,15,575,3,3,6,5,3,NE,MTORG,flushed
2021,MALL04654565176706,465456,5176706,MALL,6/29/2021,3,3,0,Survive,6/20/2021,Incubating,0,0,11,9,-2,,0,63,15,0,0,0,0,15,575,3,3,6,5,3,NE,MTORG,flushed
2021,MALL04654565176706,465456,5176706,MALL,7/2/2021,4,3,0,Survive,6/20/2021,Incubating,0,0,11,9,-2,,0,63,15,0,0,0,0,15,575,3,3,6,5,3,NE,MTORG,flushed
2021,MALL04654565176706,465456,5176706,MALL,7/5/2021,5,3,0,Survive,6/20/2021,Incubating,0,0,11,9,-2,,0,63,15,0,0,0,0,15,575,3,3,6,5,3,NE,MTORG,flushed
2021,MALL04654565176706,465456,5176706,MALL,7/8/2021,6,3,0,Survive,6/20/2021,Incubating,0,0,11,9,-2,,0,63,15,0,0,0,0,15,575,3,3,6,5,3,NE,MTORG,flushed
2021,MALL04654565176706,465456,5176706,MALL,7/11/2021,7,3,0,Survive,6/20/2021,Incubating,0,0,11,9,-2,,0,63,15,0,0,0,0,15,575,3,3,6,5,3,NE,MTORG,flushed
2021,MALL04654565176706,465456,5176706,MALL,7/14/2021,8,3,1,Failed,6/20/2021,Incubating,0,0,11,9,-2,,0,63,15,0,0,0,0,15,575,3,3,6,5,3,NE,MTORG,flushed far ahead; eggs appear crushed/trampled
2021,MALL04656135176754,465613,5176754,MALL,6/7/2021,1,3,0,Survive,6/4/2021,Incubating,0,0,8,6,-2,,15,38,38,0,0,0,15,98,570,5,5,6,5,3,NE,MTORG,
2021,MALL04656135176754,465613,5176754,MALL,6/11/2021,2,4,1,Failed,6/4/2021,Incubating,0,0,8,6,-2,,15,38,38,0,0,0,15,98,570,5,5,6,5,3,NE,MTORG,eggs crushed
2021,MALL04647945175917,464794,5175917,MALL,6/18/2021,1,2,0,Survive,6/16/2021,Incubating,0,0,9,9,2,,83,0,15,0,15,0,38,23,579,7,6,5,4,9,SW,MTORG,flushed
2021,MALL04647945175917,464794,5175917,MALL,6/21/2021,2,3,0,Survive,6/16/2021,Incubating,0,0,9,9,2,,83,0,15,0,15,0,38,23,579,7,6,5,4,9,SW,MTORG,bird not on nest
2021,MALL04647945175917,464794,5175917,MALL,6/24/2021,3,3,0,Survive,6/16/2021,Incubating,0,0,9,9,2,,83,0,15,0,15,0,38,23,579,7,6,5,4,9,SW,MTORG,flushed
2021,MALL04647945175917,464794,5175917,MALL,6/27/2021,4,3,1,Failed,6/16/2021,Incubating,0,0,9,9,2,,83,0,15,0,15,0,38,23,579,7,6,5,4,9,SW,MTORG,duck not around; predated
2021,MALL04646185175886,464618,5175886,MALL,6/3/2021,1,3,0,Survive,5/31/2021,Incubating,0,0,8,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,flushed
2021,MALL04646185175886,464618,5175886,MALL,6/6/2021,2,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,flushed
2021,MALL04646185175886,464618,5175886,MALL,6/9/2021,3,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,
2021,MALL04646185175886,464618,5175886,MALL,6/12/2021,4,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,flushed
2021,MALL04646185175886,464618,5175886,MALL,6/15/2021,5,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,flushed
2021,MALL04646185175886,464618,5175886,MALL,6/18/2021,6,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,
2021,MALL04646185175886,464618,5175886,MALL,6/21/2021,7,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,
2021,MALL04646185175886,464618,5175886,MALL,6/24/2021,8,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,flushed
2021,MALL04646185175886,464618,5175886,MALL,6/27/2021,9,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,flushed
2021,MALL04646185175886,464618,5175886,MALL,6/30/2021,10,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,flushed
2021,MALL04646185175886,464618,5175886,MALL,7/3/2021,11,3,0,Survive,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,flushed
2021,MALL04646185175886,464618,5175886,MALL,7/6/2021,12,3,1,Failed,5/31/2021,Incubating,0,0,10,5,-5,,38,0,38,0,15,0,15,42,,5,5,4,6,10,SW,MTORG,flushed; this date is past typical incubation periods
