Year,id,X,Y,Spec,Date,Visit.Interval,Expos,Survive,Fate,FirstFound,Stage,BHCONum,BHCOpres,Clutch,InitClutch,InitBHCO,AgeFound,KBG,Smooth.Brome,Litter,Bare,Forb,Grasslike,Woody,Litter.Depth,Veg.Height,R1,R2,R3,R4,Unit,Pasture,Patch,Treatment,pTreat,cTreat,Notes,
2021,CCSP04647515175885,464751,5175885,CCSP,7/18/2021,3,3,Survive,0,7/9/2021,Nestling,1,1,2,2,1,5,38,0,38,0,3,0,38,70,528,6,4,5,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647515175885,464751,5175885,CCSP,7/21/2021,4,3,Failed,1,7/9/2021,Nestling,1,1,2,2,1,5,38,0,38,0,3,0,38,70,528,6,4,5,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647545175968,464754,5175968,CCSP,6/18/2021,1,2,Survive,0,6/16/2021,Incubating,0,0,4,3,0,-1,38,0,38,0,15,0,15,27,545,6,4,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647545175968,464754,5175968,CCSP,6/21/2021,2,3,Survive,0,6/16/2021,Incubating,0,0,4,3,0,-1,38,0,38,0,15,0,15,27,545,6,4,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647545175968,464754,5175968,CCSP,6/24/2021,3,3,Survive,0,6/16/2021,Incubating,0,0,3,3,0,-1,38,0,38,0,15,0,15,27,545,6,4,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647545175968,464754,5175968,CCSP,6/27/2021,4,3,Survive,0,6/16/2021,Nestling,0,0,3,3,0,-1,38,0,38,0,15,0,15,27,545,6,4,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647545175968,464754,5175968,CCSP,6/30/2021,5,3,Survive,0,6/16/2021,Nestling,0,0,3,3,0,-1,38,0,38,0,15,0,15,27,545,6,4,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647545175968,464754,5175968,CCSP,7/3/2021,6,3,Failed,1,6/16/2021,Nestling,0,0,3,3,0,-1,38,0,38,0,15,0,15,27,545,6,4,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647635175868,464763,5175865,CCSP,6/30/2021,1,3,Failed,1,6/27/2021,Incubating,0,0,1,1,0,10,15,0,15,0,15,0,63,25,824,12,7,8,7,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647705175930,464770,5175930,CCSP,6/18/2021,1,2,Survive,0,6/16/2021,Incubating,0,0,4,4,0,8,38,3,38,0,3,0,15,37,600,3,3,6,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647705175930,464770,5175930,CCSP,6/21/2021,2,3,Survive,0,6/16/2021,Nestling,0,0,4,4,0,8,38,3,38,0,3,0,15,37,600,3,3,6,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647705175930,464770,5175930,CCSP,6/24/2021,3,3,Failed,1,6/16/2021,Nestling,0,0,4,4,0,8,38,3,38,0,3,0,15,37,600,3,3,6,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647855176042,464785,5176042,CCSP,6/18/2021,1,2,Survive,0,6/16/2021,Nestling,0,0,4,4,0,10,38,0,38,0,15,0,38,65,495,3,3,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647855176042,464785,5176042,CCSP,6/21/2021,2,3,Survive,0,6/16/2021,Nestling,0,0,4,4,0,10,38,0,38,0,15,0,38,65,495,3,3,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647855176042,464785,5176042,CCSP,6/27/2021,6,3,Failed,1,6/16/2021,Nestling,0,0,4,4,0,10,38,0,38,0,15,0,38,65,495,3,3,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647875175739,464787,5175739,CCSP,7/21/2021,1,1,Survive,0,7/20/2021,Incubating,0,0,3,3,0,4,38,0,38,0,3,3,15,70,538,4,6,6,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647875175739,464787,5175739,CCSP,7/23/2021,2,2,Survive,0,7/20/2021,Incubating,0,0,3,3,0,4,38,0,38,0,3,3,15,70,538,4,6,6,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647875175739,464787,5175739,CCSP,7/25/2021,3,3,Survive,0,7/20/2021,Nestling,0,0,3,3,0,4,38,0,38,0,3,3,15,70,538,4,6,6,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647875175739,464787,5175739,CCSP,7/28/2021,4,3,Failed,1,7/20/2021,Nestling,0,0,3,3,0,4,38,0,38,0,3,3,15,70,538,4,6,6,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647925175740,464792,5175740,CCSP,6/3/2021,1,3,Survive,0,5/31/2021,Incubating,0,0,4,4,0,3,63,0,38,0,3,3,15,40,560,5,4,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647925175740,464792,5175740,CCSP,6/6/2021,2,3,Survive,0,5/31/2021,Incubating,0,0,4,4,0,3,63,0,38,0,3,3,15,40,560,5,4,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647925175740,464792,5175740,CCSP,6/9/2021,3,3,Survive,0,5/31/2021,Nestling,0,0,4,4,0,3,63,0,38,0,3,3,15,40,560,5,4,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647925175740,464792,5175740,CCSP,6/12/2021,4,3,Survive,0,5/31/2021,Nestling,0,0,3,4,0,3,63,0,38,0,3,3,15,40,560,5,4,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647925175740,464792,5175740,CCSP,6/15/2021,5,3,Survive,0,5/31/2021,Nestling,0,0,3,4,0,3,63,0,38,0,3,3,15,40,560,5,4,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04647925175740,464792,5175740,CCSP,6/18/2021,6,3,Survive,0,5/31/2021,Nestling,0,0,3,4,0,3,63,0,38,0,3,3,15,40,560,5,4,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648005175898,464800,5175898,CCSP,7/15/2021,1,3,Survive,0,7/12/2021,Incubating,0,0,3,2,0,-1,38,0,38,0,3,0,15,60,556,5,6,2,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648005175898,464800,5175898,CCSP,7/18/2021,2,3,Survive,0,7/12/2021,Incubating,0,0,3,2,0,-1,38,0,38,0,3,0,15,60,556,5,6,2,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648005175898,464800,5175898,CCSP,7/21/2021,3,3,Survive,0,7/12/2021,Incubating,0,0,3,2,0,-1,38,0,38,0,3,0,15,60,556,5,6,2,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648005175898,464800,5175898,CCSP,7/23/2021,4,2,Survive,0,7/12/2021,Incubating,0,0,3,2,0,-1,38,0,38,0,3,0,15,60,556,5,6,2,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648005175898,464800,5175898,CCSP,7/25/2021,5,2,Survive,0,7/12/2021,Incubating,0,0,2,2,0,-1,38,0,38,0,3,0,15,60,556,5,6,2,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648005175898,464800,5175898,CCSP,7/28/2021,6,3,Failed,1,7/12/2021,Incubating,0,0,2,2,0,-1,38,0,38,0,3,0,15,60,556,5,6,2,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648095175688,464809,5175688,CCSP,6/30/2021,1,3,Survive,0,6/27/2021,Incubating,0,1,3,2,1,3,63,0,15,0,0,0,38,47,600,5,6,8,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648095175688,464809,5175688,CCSP,7/3/2021,2,3,Survive,0,6/27/2021,Incubating,1,1,3,2,1,3,63,0,15,0,0,0,38,47,600,5,6,8,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648095175688,464809,5175688,CCSP,7/6/2021,3,3,Failed,1,6/27/2021,Incubating,0,1,3,2,1,3,63,0,15,0,0,0,38,47,600,5,6,8,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648195175784,464819,5175784,CCSP,6/3/2021,1,3,Survive,0,5/31/2021,Incubating,1,1,4,4,1,5,63,3,15,0,15,0,38,70,695,2,2,5,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648195175784,464819,5175784,CCSP,6/6/2021,2,3,Survive,0,5/31/2021,Nestling,1,1,4,4,1,5,63,3,15,0,15,0,38,70,695,2,2,5,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648195175784,464819,5175784,CCSP,6/9/2021,3,3,Failed,1,5/31/2021,Nestling,1,1,4,4,1,5,63,3,15,0,15,0,38,70,695,2,2,5,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648455175744,464845,5175744,CCSP,6/18/2021,1,3,Survive,0,6/15/2021,Incubating,0,0,4,3,0,-1,38,0,38,0,15,3,15,4,641,8,6,7,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648455175744,464845,5175744,CCSP,6/21/2021,2,3,Survive,0,6/15/2021,Incubating,0,0,4,3,0,-1,38,0,38,0,15,3,15,4,641,8,6,7,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648455175744,464845,5175744,CCSP,6/24/2021,3,3,Survive,0,6/15/2021,Incubating,0,0,4,3,0,-1,38,0,38,0,15,3,15,4,641,8,6,7,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648455175744,464845,5175744,CCSP,6/27/2021,4,3,Survive,0,6/15/2021,Nestling,0,0,3,3,0,-1,38,0,38,0,15,3,15,4,641,8,6,7,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648455175744,464845,5175744,CCSP,6/30/2021,5,3,Survive,0,6/15/2021,Nestling,0,0,3,3,0,-1,38,0,38,0,15,3,15,4,641,8,6,7,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648455175744,464845,5175744,CCSP,7/3/2021,6,3,Survive,0,6/15/2021,Nestling,0,0,3,3,0,-1,38,0,38,0,15,3,15,4,641,8,6,7,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648455175744,464845,5175744,CCSP,7/6/2021,7,3,Survive,0,6/15/2021,Nestling,0,0,3,3,0,-1,38,0,38,0,15,3,15,4,641,8,6,7,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648655175943,464865,5175943,CCSP,6/18/2021,1,3,Survive,0,6/15/2021,Incubating,2,1,3,3,2,8,15,0,15,0,15,0,63,35,690,5,5,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648655175943,464865,5175943,CCSP,6/21/2021,2,3,Failed,1,6/15/2021,Incubating,2,1,3,3,2,8,15,0,15,0,15,0,63,35,690,5,5,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648765175669,464876,5175669,CCSP,6/30/2021,1,4,Survive,0,6/26/2021,Nestling,1,1,2,2,1,9,38,0,38,0,3,0,38,56,705,8,7,6,10,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648765175669,464876,5175669,CCSP,7/3/2021,2,3,Failed,1,6/26/2021,Nestling,1,1,2,2,1,9,38,0,38,0,3,0,38,56,705,8,7,6,10,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648835175789,464883,5175789,CCSP,6/30/2021,1,4,Survive,0,6/26/2021,Incubating,1,1,1,0,0,-4,15,0,15,0,38,0,38,75,570,4,2,8,2,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04648835175789,464883,5175789,CCSP,7/3/2021,2,3,Failed,1,6/26/2021,Incubating,1,1,1,0,0,-4,15,0,15,0,38,0,38,75,570,4,2,8,2,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04649045175915,464904,5175915,CCSP,6/18/2021,1,3,Survive,0,6/15/2021,Nestling,1,1,4,4,1,11,63,0,15,0,3,15,15,35,612,3,2,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04649045175915,464904,5175915,CCSP,6/21/2021,2,3,Survive,0,6/15/2021,Nestling,1,1,4,4,1,11,63,0,15,0,3,15,15,35,612,3,2,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04649045175915,464904,5175915,CCSP,6/24/2021,3,3,Survive,0,6/15/2021,Nestling,1,1,4,4,1,11,63,0,15,0,3,15,15,35,612,3,2,4,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04649145175664,464914,5175664,CCSP,6/3/2021,1,3,Failed,1,5/31/2021,Incubating,0,0,4,4,0,2,85,0,15,0,3,0,15,70,521,2,4,4,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,CCSP04652495175643,465249,5175643,CCSP,6/18/2021,1,3,Failed,1,6/15/2021,Nestling,0,0,3,3,0,3,63,0,15,0,15,0,38,30,390,2,2,2,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,GADW04648915175787,464891,5175787,GADW,6/19/2021,1,4,Survive,0,6/15/2021,Incubating,0,0,8,7,0,-1,38,0,15,0,15,0,38,22,655,3,3,4,7,Wagon,9,SW,MTORG,Moderate,Full,,
2021,GADW04648915175787,464891,5175787,GADW,6/21/2021,2,2,Survive,0,6/15/2021,Incubating,0,0,8,7,0,-1,38,0,15,0,15,0,38,22,655,3,3,4,7,Wagon,9,SW,MTORG,Moderate,Full,,
2021,GADW04648915175787,464891,5175787,GADW,6/24/2021,3,3,Survive,0,6/15/2021,Incubating,0,0,8,7,0,-1,38,0,15,0,15,0,38,22,655,3,3,4,7,Wagon,9,SW,MTORG,Moderate,Full,,
2021,GADW04648915175787,464891,5175787,GADW,6/27/2021,4,3,Survive,0,6/15/2021,Incubating,0,0,8,7,0,-1,38,0,15,0,15,0,38,22,655,3,3,4,7,Wagon,9,SW,MTORG,Moderate,Full,,
2021,GADW04648915175787,464891,5175787,GADW,6/30/2021,5,3,Survive,0,6/15/2021,Incubating,0,0,8,7,0,-1,38,0,15,0,15,0,38,22,655,3,3,4,7,Wagon,9,SW,MTORG,Moderate,Full,,
2021,GADW04648915175787,464891,5175787,GADW,7/3/2021,6,3,Failed,1,6/15/2021,Incubating,0,0,8,7,0,-1,38,0,15,0,15,0,38,22,655,3,3,4,7,Wagon,9,SW,MTORG,Moderate,Full,,
2021,GRSP04649025175894,464902,5175894,GRSP,6/27/2021,1,3,Failed,1,6/24/2021,Incubating,0,0,2,2,0,4,38,0,38,0,3,0,15,29,615,5,6,6,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,MALL04647945175917,464794,5175917,MALL,6/18/2021,1,2,Survive,0,6/16/2021,Incubating,0,0,9,9,0,1,83,0,15,0,15,0,38,23,579,7,6,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,MALL04647945175917,464794,5175917,MALL,6/21/2021,2,3,Survive,0,6/16/2021,Incubating,0,0,9,9,0,1,83,0,15,0,15,0,38,23,579,7,6,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,MALL04647945175917,464794,5175917,MALL,6/24/2021,3,3,Survive,0,6/16/2021,Incubating,0,0,9,9,0,1,83,0,15,0,15,0,38,23,579,7,6,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,MALL04647945175917,464794,5175917,MALL,6/27/2021,4,3,Failed,1,6/16/2021,Incubating,0,0,9,9,0,1,83,0,15,0,15,0,38,23,579,7,6,5,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,NSHO04647635175733,464763,5175733,NSHO,6/3/2021,1,3,Survive,0,5/31/2021,Incubating,0,0,10,10,0,11,38,3,15,0,3,0,63,130,560,7,4,6,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,NSHO04647635175733,464763,5175733,NSHO,6/6/2021,2,3,Failed,1,5/31/2021,Incubating,0,0,10,10,0,11,38,3,15,0,3,0,63,130,560,7,4,6,4,Wagon,9,SW,MTORG,Moderate,Full,,
2021,WEME04648935175798,464893,5175798,WEME,6/30/2021,1,4,Abandoned,1,6/26/2021,Incubating,0,0,1,3,0,0,63,0,15,0,15,0,15,26,470,4,6,5,3,Wagon,9,SW,MTORG,Moderate,Full,,
2021,WEME04649355175825,464935,5175825,WEME,6/18/2021,1,3,Survive,0,6/15/2021,Incubating,0,0,2,1,0,-1,38,0,15,0,3,0,38,20,570,5,6,6,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,WEME04649355175825,464935,5175825,WEME,6/21/2021,2,3,Failed,1,6/15/2021,Incubating,0,0,2,1,0,-1,38,0,15,0,3,0,38,20,570,5,6,6,5,Wagon,9,SW,MTORG,Moderate,Full,,
2021,AMWI04648305176295,464830,5176295,AMWI,6/30/2021,1,3,Survive,0,6/27/2021,Incubating,0,0,10,10,0,8,38,38,3,0,3,0,15,28,645,2,6,2,2,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,AMWI04648305176295,464830,5176295,AMWI,7/3/2021,2,3,Survive,0,6/27/2021,Incubating,0,0,10,10,0,8,38,38,3,0,3,0,15,28,645,2,6,2,2,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,AMWI04648305176295,464830,5176295,AMWI,7/6/2021,3,3,Survive,0,6/27/2021,Incubating,0,0,10,10,0,8,38,38,3,0,3,0,15,28,645,2,6,2,2,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,AMWI04648305176295,464830,5176295,AMWI,7/9/2021,4,3,Survive,0,6/27/2021,Incubating,0,0,10,10,0,8,38,38,3,0,3,0,15,28,645,2,6,2,2,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,AMWI04648305176295,464830,5176295,AMWI,7/12/2021,5,3,Survive,0,6/27/2021,Incubating,0,0,10,10,0,8,38,38,3,0,3,0,15,28,645,2,6,2,2,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,AMWI04648305176295,464830,5176295,AMWI,7/15/2021,6,3,Survive,0,6/27/2021,Incubating,0,0,9,10,0,8,38,38,3,0,3,0,15,28,645,2,6,2,2,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649165176377,464916,5176377,BRBL,6/3/2021,1,3,Survive,0,5/31/2021,Incubating,0,0,5,5,0,3,0,0,15,0,38,63,0,80,695,13,10,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649165176377,464916,5176377,BRBL,6/6/2021,2,3,Survive,0,5/31/2021,Incubating,0,0,5,5,0,3,0,0,15,0,38,63,0,80,695,13,10,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649165176377,464916,5176377,BRBL,6/9/2021,3,3,Survive,0,5/31/2021,Incubating,0,0,5,5,0,3,0,0,15,0,38,63,0,80,695,13,10,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649165176377,464916,5176377,BRBL,6/12/2021,4,3,Survive,0,5/31/2021,Nestling,0,0,5,5,0,3,0,0,15,0,38,63,0,80,695,13,10,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649165176377,464916,5176377,BRBL,6/15/2021,5,3,Survive,0,5/31/2021,Nestling,0,0,4,5,0,3,0,0,15,0,38,63,0,80,695,13,10,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649165176377,464916,5176377,BRBL,6/18/2021,6,3,Failed,1,5/31/2021,Nestling,0,0,4,5,0,3,0,0,15,0,38,63,0,80,695,13,10,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649255176381,464925,5176381,BRBL,6/19/2021,1,2,Survive,0,6/17/2021,Nestling,0,0,3,3,0,16,0,0,3,0,85,3,0,10,880,11,6,5,8,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649255176381,464925,5176381,BRBL,6/21/2021,2,3,Survive,0,6/17/2021,Nestling,0,0,3,3,0,16,0,0,3,0,85,3,0,10,880,11,6,5,8,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649255176381,464925,5176381,BRBL,6/24/2021,3,3,Survive,0,6/17/2021,Nestling,0,0,3,3,0,16,0,0,3,0,85,3,0,10,880,11,6,5,8,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BRBL04649265176380,464926,5176380,BRBL,6/12/2021,1,0,Unknown,,6/9/2021,Laying,4,1,0,0,5,0,0,0,15,0,85,3,0,10,885,8,7,7,9,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BWTE04643935175735,464393,5175735,BWTE,6/18/2021,1,2,Survive,0,6/16/2021,Incubating,0,0,9,9,0,6,85,0,15,0,3,0,15,35,523,5,7,6,4,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BWTE04643935175735,464393,5175735,BWTE,6/21/2021,2,3,Survive,0,6/16/2021,Incubating,0,0,9,9,0,6,85,0,15,0,3,0,15,35,523,5,7,6,4,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BWTE04643935175735,464393,5175735,BWTE,6/24/2021,3,3,Survive,0,6/16/2021,Incubating,0,0,9,9,0,6,85,0,15,0,3,0,15,35,523,5,7,6,4,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BWTE04643935175735,464393,5175735,BWTE,6/27/2021,4,3,Survive,0,6/16/2021,Incubating,0,0,9,9,0,6,85,0,15,0,3,0,15,35,523,5,7,6,4,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BWTE04643935175735,464393,5175735,BWTE,6/30/2021,5,3,Survive,0,6/16/2021,Incubating,0,0,9,9,0,6,85,0,15,0,3,0,15,35,523,5,7,6,4,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BWTE04643935175735,464393,5175735,BWTE,7/3/2021,6,3,Survive,0,6/16/2021,Incubating,0,0,6,9,0,6,85,0,15,0,3,0,15,35,523,5,7,6,4,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,BWTE04643935175735,464393,5175735,BWTE,7/6/2021,7,3,Failed,1,6/16/2021,Incubating,0,0,6,9,0,6,85,0,15,0,3,0,15,35,523,5,7,6,4,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643335175704,464333,5175704,CCSP,7/9/2021,1,3,Survive,0,7/6/2021,Incubating,0,0,3,3,0,4,38,3,15,0,3,0,38,45,548,5,6,5,6,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643335175704,464333,5175704,CCSP,7/12/2021,2,3,Survive,0,7/6/2021,Incubating,0,0,3,3,0,4,38,3,15,0,3,0,38,45,548,5,6,5,6,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643335175704,464333,5175704,CCSP,7/15/2021,3,3,Survive,0,7/6/2021,Nestling,0,0,3,3,0,4,38,3,15,0,3,0,38,45,548,5,6,5,6,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643335175704,464333,5175704,CCSP,7/18/2021,4,3,Survive,0,7/6/2021,Nestling,0,0,3,3,0,4,38,3,15,0,3,0,38,45,548,5,6,5,6,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643335175704,464333,5175704,CCSP,7/21/2021,5,3,Survive,0,7/6/2021,Nestling,0,0,3,3,0,4,38,3,15,0,3,0,38,45,548,5,6,5,6,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643335175704,464333,5175704,CCSP,7/23/2021,6,2,Survive,0,7/6/2021,Nestling,0,0,3,3,0,4,38,3,15,0,3,0,38,45,548,5,6,5,6,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643355175710,464335,5175710,CCSP,6/3/2021,1,3,Survive,0,5/31/2021,Incubating,0,0,4,4,0,4,63,0,15,0,3,0,38,45,550,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643355175710,464335,5175710,CCSP,6/4/2021,2,1,Survive,0,5/31/2021,Incubating,0,0,4,4,0,4,63,0,15,0,3,0,38,45,550,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643355175710,464335,5175710,CCSP,6/9/2021,3,3,Survive,0,5/31/2021,Nestling,0,0,4,4,0,4,63,0,15,0,3,0,38,45,550,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643355175710,464335,5175710,CCSP,6/12/2021,4,3,Survive,0,5/31/2021,Nestling,0,0,4,4,0,4,63,0,15,0,3,0,38,45,550,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643355175710,464335,5175710,CCSP,6/15/2021,5,3,Survive,0,5/31/2021,Nestling,0,0,4,4,0,4,63,0,15,0,3,0,38,45,550,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643355175710,464335,5175710,CCSP,6/18/2021,6,3,Survive,0,5/31/2021,Nestling,0,0,4,4,0,4,63,0,15,0,3,0,38,45,550,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643695175657,464369,5175657,CCSP,6/3/2021,1,3,Survive,0,5/31/2021,Incubating,0,0,4,4,0,0,63,3,15,0,3,0,15,65,565,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643695175657,464369,5175657,CCSP,6/6/2021,2,3,Survive,0,5/31/2021,Incubating,0,0,4,4,0,0,63,3,15,0,3,0,15,65,565,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643695175657,464369,5175657,CCSP,6/9/2021,3,3,Survive,0,5/31/2021,Incubating,0,0,4,4,0,0,63,3,15,0,3,0,15,65,565,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643695175657,464369,5175657,CCSP,6/12/2021,4,3,Survive,0,5/31/2021,Incubating,0,0,4,4,0,0,63,3,15,0,3,0,15,65,565,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643695175657,464369,5175657,CCSP,6/15/2021,5,3,Survive,0,5/31/2021,Nestling,0,0,4,4,0,0,63,3,15,0,3,0,15,65,565,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643695175657,464369,5175657,CCSP,6/18/2021,6,3,Survive,0,5/31/2021,Nestling,0,0,3,4,0,0,63,3,15,0,3,0,15,65,565,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04643695175657,464369,5175657,CCSP,6/21/2021,7,3,Survive,0,5/31/2021,Nestling,0,0,3,4,0,0,63,3,15,0,3,0,15,65,565,4,6,4,5,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04644025175784,464402,5175784,CCSP,6/30/2021,1,1,Survive,0,6/29/2021,Incubating,0,0,4,4,0,7,38,0,38,0,15,0,15,25,660,8,5,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04644025175784,464402,5175784,CCSP,7/3/2021,2,3,Survive,0,6/29/2021,Incubating,0,0,4,4,0,7,38,0,38,0,15,0,15,25,660,8,5,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04644025175784,464402,5175784,CCSP,7/6/2021,3,3,Survive,0,6/29/2021,Nestling,0,0,4,4,0,7,38,0,38,0,15,0,15,25,660,8,5,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
2021,CCSP04644025175784,464402,5175784,CCSP,7/9/2021,4,3,Survive,0,6/29/2021,Nestling,0,0,4,4,0,7,38,0,38,0,15,0,15,25,660,8,5,6,7,Wagon,10,SW,MTORG,Rest,Moderate,,
