"Year","Spec","X","Y","FirstFound","AgeFound","Exposure","Fate2","InitBHCO","Clutch","InitClutch","Fate"
2024,"CCSP",464917,5176043,"5/28/2024",-4,20,"Failed",0,1,0,"Failed"
2024,"CCSP",464844,5175788,"5/29/2024",-4,2,"Abandoned",0,1,0,"Failed"
2024,"NSHO",464637,5175818,"5/29/2024",3,2,"Failed",0,9,9,"Failed"
2024,"CCSP",464382,5175923,"5/31/2024",3,3,"Abandoned",2,2,2,"Failed"
2024,"CCSP",464587,5176117,"5/31/2024",2,3,"Failed",1,2,2,"Failed"
2024,"CCSP",464513,5176317,"6/3/2024",3,3,"Abandoned",0,2,2,"Failed"
2024,"GADW",465687,5176835,"5/22/2024",-6,7,"Failed",0,4,1,"Failed"
2024,"CCSP",464587,5176730,"6/17/2024",18,4,"Survive",2,1,1,"Survive"
2024,"BWTE",464225,5177213,"6/9/2024",12,12,"Survive",0,11,11,"Survive"
2024,"CCSP",464962,5176831,"6/10/2024",12,9,"Failed",1,2,4,"Failed"
2024,"CCSP",465148,5176833,"6/12/2024",12,8,"Survive",1,1,2,"Survive"
2024,"CCSP",465616,5176094,"5/29/2024",0,2,"Failed",0,4,4,"Failed"
2024,"WEME",464845,5175632,"5/29/2024",3,5,"Failed",0,1,1,"Failed"
2024,"WEME",464765,5175707,"5/29/2024",3,8,"Failed",0,5,5,"Failed"
2024,"MODO",464319,5176392,"6/3/2024",11,17,"Survive",0,2,2,"Survive"
2024,"WEME",465125,5176798,"6/11/2024",19,9,"Survive",0,1,2,"Survive"
2024,"WEME",465400,5176694,"5/22/2024",-4,4,"Failed",0,2,2,"Failed"
2024,"YHBL",464785,5176548,"6/7/2024",15,12,"Survive",1,2,2,"Survive"
2024,"YHBL",464779,5176551,"6/7/2024",13,12,"Survive",1,2,3,"Survive"
2024,"YHBL",464701,5176597,"6/7/2024",15,9,"Failed",0,2,3,"Failed"
2024,"YHBL",464772,5176545,"6/7/2024",14,12,"Survive",0,2,3,"Survive"
2024,"BRBL",464357,5176083,"5/31/2024",5,6,"Failed",3,2,2,"Failed"
2024,"RWBL",464842,5175217,"5/30/2024",-4,7,"Failed",1,2,0,"Failed"
2024,"WEME",464739,5176055,"5/29/2024",5,5,"Failed",1,2,4,"Failed"
2024,"NOPI",464671,5175844,"5/31/2024",4,6,"Failed",0,7,6,"Failed"
2024,"CCSP",464919,5176866,"6/10/2024",12,7,"Failed",1,3,4,"Failed"
2024,"BWTE",465448,5175834,"5/27/2024",5,5,"Failed",0,9,9,"Failed"
2024,"CCLO",465339,5175911,"6/11/2024",16,6,"Survive",1,2,2,"Survive"
2024,"CCSP",465202,5175960,"5/27/2024",-4,5,"Failed",0,2,0,"Failed"
2024,"CCSP",464844,5175740,"6/3/2024",7,14,"Survive",1,1,2,"Survive"
2024,"BWTE",464804,5175803,"5/29/2024",6,19,"Survive",0,10,10,"Survive"
2024,"SORA",464569,5175786,"5/31/2024",2,17,"Survive",0,10,8,"Survive"
2024,"CCSP",464587,5175894,"5/30/2024",8,18,"Survive",2,1,1,"Survive"
2024,"BRBL",464909,5176381,"5/29/2024",5,2,"Failed",1,1,1,"Failed"
2024,"BWTE",464773,5176358,"5/31/2024",-3,17,"Failed",0,8,5,"Failed"
2024,"UPSA",464443,5176454,"6/4/2024",NA,13,"Failed",0,4,4,"Failed"
2024,"CCSP",464713,5176843,"6/9/2024",11,8,"Failed",0,4,4,"Failed"
2024,"RWBL",464744,5176927,"6/9/2024",11,8,"Failed",3,1,1,"Failed"
2024,"BWTE",464702,5177109,"6/9/2024",16,8,"Failed",0,4,4,"Failed"
2024,"WEME",465074,5176886,"5/20/2024",-5,3,"Abandoned",0,1,1,"Failed"
2024,"CCSP",465170,5176702,"6/4/2024",9,3,"Failed",0,4,4,"Failed"
2024,"BWTE",465147,5176699,"5/20/2024",-3,28,"Failed",0,9,6,"Failed"
2024,"WEME",465210,5175700,"5/28/2024",1,6,"Failed",0,5,5,"Failed"
2024,"BWTE",465492,5175868,"5/29/2024",8,3,"Failed",0,11,11,"Failed"
2024,"NOPI",465294,5176132,"5/26/2024",6,19,"Failed",0,8,8,"Failed"
2024,"BWTE",465180,5176395,"5/23/2024",0,3,"Failed",0,11,11,"Failed"
2024,"CCSP",465683,5176109,"5/26/2024",3,19,"Survive",0,3,3,"Survive"
2024,"CCSP",465713,5176576,"5/23/2024",-3,3,"Failed",0,1,1,"Failed"
2024,"WIPH",465354,5176632,"5/22/2024",NA,7,"Failed",0,2,1,"Failed"
2024,"NSHO",465299,5176622,"5/22/2024",-6,23,"Failed",0,10,4,"Failed"
2024,"AMCO",465510,5176944,"6/14/2024",NA,3,"Survive",0,8,8,"Survive"
2024,"RWBL",465427,5177003,"5/21/2024",-1,11,"Failed",1,1,0,"Failed"
2024,"NSHO",465146,5176734,"5/20/2024",-8,12,"Failed",0,6,1,"Failed"
2024,"YHBL",464724,5176555,"6/7/2024",18,9,"Survive",0,1,2,"Survive"
2024,"YHBL",464772,5176559,"6/7/2024",18,9,"Survive",0,4,4,"Survive"
2024,"YHBL",464719,5176574,"6/7/2024",15,9,"Survive",0,3,3,"Survive"
2024,"BRBL",464971,5176113,"5/28/2024",5,6,"Failed",3,2,2,"Failed"
2024,"CCLO",465535,5175742,"5/29/2024",5,3,"Failed",0,4,4,"Failed"
2024,"CCSP",465232,5176050,"5/27/2024",2,5,"Failed",0,4,4,"Failed"
2024,"NSHO",464663,5175995,"5/30/2024",8,7,"Failed",0,11,11,"Failed"
2024,"SORA",464645,5176066,"5/30/2024",3,4,"Failed",0,8,8,"Failed"
2024,"BWTE",464622,5176504,"6/4/2024",11,2,"Failed",0,10,10,"Failed"
2024,"SORA",464804,5176448,"6/4/2024",7,5,"Failed",0,9,9,"Failed"
2024,"CCLO",465216,5175931,"5/27/2024",7,18,"Survive",0,4,4,"Survive"
2024,"YHBL",464681,5176603,"6/7/2024",15,3,"Failed",0,4,4,"Failed"
2024,"YHBL",464777,5176536,"6/7/2024",13,9,"Survive",0,1,2,"Survive"
2024,"PBGR",464669,5176588,"6/7/2024",NA,6,"Survive",0,14,14,"Survive"
2024,"YHBL",464685,5176614,"6/10/2024",19,6,"Failed",0,2,3,"Failed"
2024,"YHBL",464685,5176619,"6/11/2024",21,5,"Failed",0,1,1,"Failed"
2024,"YHBL",464675,5176618,"6/10/2024",18,6,"Survive",0,1,1,"Survive"
2024,"AMCO",464679,5176624,"6/7/2024",NA,3,"Survive",0,4,4,"Survive"
2024,"AMCO",464726,5176555,"6/10/2024",NA,3,"Survive",0,4,4,"Survive"
2024,"YHBL",464671,5176623,"6/10/2024",23,3,"Survive",0,1,1,"Survive"
2024,"AMCO",464707,5176599,"6/7/2024",-5,3,"Failed",0,1,1,"Failed"
2024,"CCSP",464652,5176377,"6/3/2024",11,9,"Survive",1,3,3,"Survive"
2024,"CCSP",465063,5176697,"5/20/2024",-2,3,"Failed",1,1,1,"Failed"
2024,"BWTE",464567,5176256,"5/31/2024",11,6,"Failed",0,10,10,"Failed"
2024,"WEME",465105,5176271,"5/26/2024",8,6,"Failed",4,1,1,"Failed"
2024,"BWTE",464806,5176168,"5/29/2024",9,2,"Failed",0,10,10,"Failed"
2024,"BWTE",465416,5177197,"5/21/2024",2,2,"Failed",0,11,11,"Failed"
2024,"BWTE",465566,5177144,"5/21/2024",0,2,"Abandoned",0,5,5,"Failed"
2024,"WIPH",465176,5176583,"5/20/2024",3,3,"Failed",0,4,4,"Failed"
2024,"CCSP",465339,5176255,"5/26/2024",12,3,"Failed",0,4,4,"Failed"
2024,"BWTE",465314,5176258,"5/23/2024",4,3,"Failed",0,10,10,"Failed"
2024,"CCSP",464523,5175848,"5/28/2024",-2,3,"Failed",1,1,1,"Failed"
2024,"YHBL",464672,5176603,"6/7/2024",23,3,"Failed",0,2,2,"Failed"
2024,"BWTE",465281,5176911,"5/21/2024",3,20,"Survive",0,11,11,"Survive"
2024,"YHBL",465224,5176899,"5/20/2024",-2,3,"Failed",0,2,2,"Failed"
2024,"CCSP",465023,5176903,"5/20/2024",2,3,"Failed",1,3,3,"Failed"
2024,"WEME",465692,5175903,"5/26/2024",9,6,"Failed",5,3,3,"Failed"
2024,"NSHO",465507,5175866,"5/27/2024",11,5,"Failed",0,9,9,"Failed"
2024,"BWTE",464592,5175769,"5/29/2024",13,8,"Failed",0,11,11,"Failed"
2024,"CCSP",464520,5175738,"5/30/2024",9,4,"Failed",2,1,1,"Failed"
2024,"CCSP",464328,5176064,"5/31/2024",10,6,"Failed",0,4,4,"Failed"
2024,"WEME",464289,5175935,"5/31/2024",16,5,"Failed",0,3,3,"Failed"
2024,"NOPI",464270,5176302,"6/3/2024",18,3,"Failed",0,6,6,"Failed"
2024,"WILL",464196,5176476,"6/4/2024",NA,5,"Survive",0,4,4,"Survive"
2024,"NOPI",464307,5176555,"6/4/2024",16,5,"Failed",0,7,7,"Failed"
2024,"WEME",464691,5175701,"5/29/2024",14,7,"Failed",0,5,5,"Failed"
2024,"WEME",464839,5175663,"5/29/2024",14,11,"Failed",0,1,4,"Failed"
2024,"CCSP",465069,5175999,"5/28/2024",9,6,"Failed",1,2,2,"Failed"
2024,"BWTE",465127,5176125,"5/27/2024",3,14,"Failed",0,12,12,"Failed"
2024,"WEME",465426,5175992,"5/27/2024",13,11,"Survive",0,3,5,"Survive"
2024,"BRBL",465413,5176015,"5/26/2024",11,3,"Failed",0,4,4,"Failed"
2024,"CCSP",465658,5175703,"5/27/2024",8,5,"Failed",2,1,1,"Failed"
2024,"BWTE",465639,5176311,"5/23/2024",8,3,"Failed",0,9,9,"Failed"
2024,"CCSP",465558,5176303,"5/20/2024",0,12,"Failed",1,3,3,"Failed"
2024,"BRBL",465086,5176403,"5/23/2024",8,3,"Failed",3,2,2,"Failed"
2024,"CCSP",465341,5176901,"5/26/2024",5,9,"Failed",0,4,4,"Failed"
2024,"STGR",465693,5175691,"5/27/2024",15,5,"Failed",0,16,16,"Failed"
2024,"NOPI",465386,5176124,"5/26/2024",18,6,"Failed",0,7,7,"Failed"
2024,"WILL",465519,5175740,"5/27/2024",NA,5,"Survive",0,4,4,"Survive"
2024,"BWTE",465464,5177012,"5/21/2024",10,2,"Abandoned",0,8,8,"Failed"
2024,"NOPI",465121,5175706,"5/28/2024",17,6,"Failed",0,8,8,"Failed"
2024,"CCSP",464626,5175741,"5/29/2024",15,2,"Failed",0,2,2,"Failed"
2024,"NOPI",465253,5176355,"5/23/2024",19,3,"Failed",0,9,9,"Failed"
