"","Year","id","X","Y","Spec","Date","Visit.Interval","Expos","Survive","Fate","FirstFound","Stage","BHCONum","BHCOpres","Clutch","InitClutch","InitBHCO","AgeFound","KBG","Smooth.Brome","Litter","Bare","Forb","Grasslike","Woody","Litter.Depth","Veg.Height","R1","R2","R3","R4","Unit","Pasture","Patch","Treatment","pTreat","cTreat","Notes","aRobel","Group"
"548",2021,"CCLO04655545175726",465554,5175726,"CCLO",202,4,3,"Survive",0,"7/8/2021","Nestling",0,0,"3","3",0,"6",63,0,38,0,3,0,0,"14","209",2,1,2,1,"Wagon",7,"SE","MTORG","Rest","Moderate","",1.5,"OBL"
"549",2021,"CCLO04655545175726",465554,5175726,"CCLO",205,5,3,"Failed",1,"7/8/2021","Nestling",0,0,"3","3",0,"6",63,0,38,0,3,0,0,"14","209",2,1,2,1,"Wagon",7,"SE","MTORG","Rest","Moderate","",1.5,"OBL"
"550",2021,"CCLO04655555175760",465555,5175760,"CCLO",178,1,3,"Failed",1,"6/23/2021","Nestling",0,0,"3","3",0,"3",38,0,38,15,3,0,0,"5","220",1,1,1,2,"Wagon",7,"SE","MTORG","Rest","Moderate","",1.25,"OBL"
"551",2021,"CCLO04656025175711",465602,5175711,"CCLO",169,1,3,"Survive",0,"6/14/2021","Nestling",0,0,"5","5",0,"9",38,0,63,0,3,0,0,"7","360",1,1,2,1,"Wagon",7,"SE","MTORG","Rest","Moderate","",1.25,"OBL"
"552",2021,"CCLO04656025175711",465602,5175711,"CCLO",172,2,3,"Survive",0,"6/14/2021","Nestling",0,0,"5","5",0,"9",38,0,63,0,3,0,0,"7","360",1,1,2,1,"Wagon",7,"SE","MTORG","Rest","Moderate","",1.25,"OBL"
"553",2021,"CCLO04656025175711",465602,5175711,"CCLO",175,3,3,"Survive",0,"6/14/2021","Nestling",0,0,"5","5",0,"9",38,0,63,0,3,0,0,"7","360",1,1,2,1,"Wagon",7,"SE","MTORG","Rest","Moderate","",1.25,"OBL"
"554",2021,"CCLO04656025175711",465602,5175711,"CCLO",178,4,3,"Failed",1,"6/14/2021","Nestling",0,0,"5","5",0,"9",38,0,63,0,3,0,0,"7","360",1,1,2,1,"Wagon",7,"SE","MTORG","Rest","Moderate","",1.25,"OBL"
"555",2022,"CCLO04656385175801",465638,5175801,"CCLO",198,1,2,"Survive",0,"7/14/2022","Incubating",0,0,"4","4",0,"7",3,0,15,38,15,0,0,"0","540",1,0,1,0,"Wagon",6,"SE","MTORG","Full","Heavy","",0.5,"OBL"
"556",2022,"CCLO04656385175801",465638,5175801,"CCLO",201,2,3,"Survive",0,"7/14/2022","Nestling",0,0,"4","4",0,"7",3,0,15,38,15,0,0,"0","540",1,0,1,0,"Wagon",6,"SE","MTORG","Full","Heavy","",0.5,"OBL"
"557",2022,"CCLO04656385175801",465638,5175801,"CCLO",204,3,3,"Survive",0,"7/14/2022","Nestling",0,0,"4","4",0,"7",3,0,15,38,15,0,0,"0","540",1,0,1,0,"Wagon",6,"SE","MTORG","Full","Heavy","",0.5,"OBL"
"558",2022,"CCLO04656385175801",465638,5175801,"CCLO",207,4,3,"Survive",0,"7/14/2022","Nestling",0,0,"4","4",0,"7",3,0,15,38,15,0,0,"0","540",1,0,1,0,"Wagon",6,"SE","MTORG","Full","Heavy","",0.5,"OBL"
"559",2022,"CCLO04656385175801",465638,5175801,"CCLO",210,5,3,"Survive",0,"7/14/2022","Nestling",0,0,"4","4",0,"7",3,0,15,38,15,0,0,"0","540",1,0,1,0,"Wagon",6,"SE","MTORG","Full","Heavy","",0.5,"OBL"
"560",2022,"CCLO04655895175780",465589,5175780,"CCLO",198,1,2,"Survive",0,"7/14/2022","Nestling",0,0,"4","4",0,"12",38,0,63,0,0,0,0,"1","690",1,1,1,2,"Wagon",6,"SE","MTORG","Full","Heavy","*LITTER DEPTH SAYS 0.5 (ROUNDED)",1.25,"OBL"
"561",2022,"CCLO04655895175780",465589,5175780,"CCLO",201,2,3,"Survive",0,"7/14/2022","Nestling",0,0,"4","4",0,"12",38,0,63,0,0,0,0,"1","690",1,1,1,2,"Wagon",6,"SE","MTORG","Full","Heavy","*LITTER DEPTH SAYS 0.5 (ROUNDED)",1.25,"OBL"
"562",2022,"CCLO04655895175780",465589,5175780,"CCLO",204,3,3,"Survive",0,"7/14/2022","Nestling",0,0,"2","4",0,"12",38,0,63,0,0,0,0,"1","690",1,1,1,2,"Wagon",6,"SE","MTORG","Full","Heavy","*LITTER DEPTH SAYS 0.5 (ROUNDED)",1.25,"OBL"
"563",2022,"CCLO04655895175780",465589,5175780,"CCLO",207,4,3,"Survive",0,"7/14/2022","Nestling",0,0,"2","4",0,"12",38,0,63,0,0,0,0,"1","690",1,1,1,2,"Wagon",6,"SE","MTORG","Full","Heavy","*LITTER DEPTH SAYS 0.5 (ROUNDED)",1.25,"OBL"
"564",2022,"CCLO04654985175694",465498,5175694,"CCLO",179,1,4,"Survive",0,"6/23/2022","Incubating",0,0,"4","4",0,"4",15,0,0,38,38,15,0,"0","620",2,5,5,3,"Wagon",7,"SE","MTORG","Moderate","Full","",3.75,"OBL"
"565",2022,"CCLO04654985175694",465498,5175694,"CCLO",182,2,3,"Survive",0,"6/23/2022","Incubating",0,0,"4","4",0,"4",15,0,0,38,38,15,0,"0","620",2,5,5,3,"Wagon",7,"SE","MTORG","Moderate","Full","",3.75,"OBL"
"566",2022,"CCLO04654985175694",465498,5175694,"CCLO",185,3,3,"Survive",0,"6/23/2022","Nestling",0,0,"4","4",0,"4",15,0,0,38,38,15,0,"0","620",2,5,5,3,"Wagon",7,"SE","MTORG","Moderate","Full","",3.75,"OBL"
"567",2022,"CCLO04654985175694",465498,5175694,"CCLO",188,4,3,"Survive",0,"6/23/2022","Nestling",0,0,"4","4",0,"4",15,0,0,38,38,15,0,"0","620",2,5,5,3,"Wagon",7,"SE","MTORG","Moderate","Full","",3.75,"OBL"
"568",2022,"CCLO04654985175694",465498,5175694,"CCLO",190,5,2,"Survive",0,"6/23/2022","Nestling",0,0,"4","4",0,"4",15,0,0,38,38,15,0,"0","620",2,5,5,3,"Wagon",7,"SE","MTORG","Moderate","Full","",3.75,"OBL"
"569",2022,"CCLO04654985175694",465498,5175694,"CCLO",193,6,3,"Survive",0,"6/23/2022","Nestling",0,0,"4","4",0,"4",15,0,0,38,38,15,0,"0","620",2,5,5,3,"Wagon",7,"SE","MTORG","Moderate","Full","",3.75,"OBL"
"570",2022,"CCLO04654985175694",465498,5175694,"CCLO",196,7,3,"Failed",1,"6/23/2022","Nestling",0,0,"4","4",0,"4",15,0,0,38,38,15,0,"0","620",2,5,5,3,"Wagon",7,"SE","MTORG","Moderate","Full","",3.75,"OBL"
"571",2021,"CCSP04649645176706",464964,5176706,"CCSP",163,1,4,"Survive",0,"6/7/2021","Incubating",2,1,"1","2",2,"6",38,0,38,0,15,0,38,"50","490",2,2,4,6,"Wagon",1,"NE","MTORG","Full","Heavy","",3.5,"FAC"
"572",2021,"CCSP04649645176706",464964,5176706,"CCSP",166,2,3,"Survive",0,"6/7/2021","Incubating",2,1,"1","2",2,"6",38,0,38,0,15,0,38,"50","490",2,2,4,6,"Wagon",1,"NE","MTORG","Full","Heavy","",3.5,"FAC"
"573",2021,"CCSP04649645176706",464964,5176706,"CCSP",169,3,3,"Parasitized",1,"6/7/2021","Incubating",2,1,"1","2",2,"6",38,0,38,0,15,0,38,"50","490",2,2,4,6,"Wagon",1,"NE","MTORG","Full","Heavy","",3.5,"FAC"
"574",2021,"CCSP04649845176786",464984,5176786,"CCSP",175,1,0,"Unknown",NA,"6/21/2021","Laying",1,1,"0","0",1,"0",15,0,38,0,0,0,63,"30","569",5,3,6,6,"Wagon",1,"NE","MTORG","Full","Heavy","",5,"FAC"
"575",2021,"CCSP04649885176704",464988,5176704,"CCSP",163,1,3,"Survive",0,"6/7/2021","Incubating",2,1,"4","4",1,"4",38,0,38,0,15,0,38,"85","386",4,2,5,5,"Wagon",1,"NE","MTORG","Full","Heavy","",4,"FAC"
"576",2021,"CCSP04649885176704",464988,5176704,"CCSP",166,2,3,"Survive",0,"6/7/2021","Incubating",2,1,"4","4",1,"4",38,0,38,0,15,0,38,"85","386",4,2,5,5,"Wagon",1,"NE","MTORG","Full","Heavy","",4,"FAC"
"577",2021,"CCSP04649885176704",464988,5176704,"CCSP",169,3,3,"Failed",1,"6/7/2021","Incubating",2,1,"4","4",1,"4",38,0,38,0,15,0,38,"85","386",4,2,5,5,"Wagon",1,"NE","MTORG","Full","Heavy","",4,"FAC"
"578",2021,"CCSP04650155177067",465015,5177067,"CCSP",190,1,4,"Failed",1,"7/4/2021","Incubating",2,1,"4","4",2,"7",38,0,15,0,3,0,63,"15","570",3,3,4,5,"Wagon",1,"NE","MTORG","Full","Heavy","",3.75,"FAC"
"579",2021,"CCSP04650755176995",465075,5176995,"CCSP",175,1,2,"Survive",0,"6/21/2021","Incubating",0,0,"4","4",0,"8",15,3,38,0,15,0,38,"20","479",5,5,9,3,"Wagon",1,"NE","MTORG","Full","Heavy","",5.5,"FAC"
"580",2021,"CCSP04650755176995",465075,5176995,"CCSP",178,2,3,"Failed",1,"6/21/2021","Incubating",0,0,"4","4",0,"8",15,3,38,0,15,0,38,"20","479",5,5,9,3,"Wagon",1,"NE","MTORG","Full","Heavy","",5.5,"FAC"
"581",2021,"CCSP04650965177002",465096,5177002,"CCSP",148,1,3,"Survive",0,"5/24/2021","Laying",0,1,"1","0",0,"-3",63,0,15,0,3,0,38,"51","412",4,2,2,4,"Wagon",1,"NE","MTORG","Full","Heavy","",3,"FAC"
"582",2021,"CCSP04650965177002",465096,5177002,"CCSP",152,2,4,"Failed",1,"5/24/2021","Laying",0,1,"1","0",0,"-3",63,0,15,0,3,0,38,"51","412",4,2,2,4,"Wagon",1,"NE","MTORG","Full","Heavy","",3,"FAC"
"583",2021,"CCSP04651325177054",465132,5177054,"CCSP",205,1,3,"Survive",0,"7/20/2021","Incubating",0,0,"3","3",0,"3",63,3,38,0,15,0,15,"26","405",3,2,1,4,"Wagon",1,"NE","MTORG","Full","Heavy","",2.5,"FAC"
"584",2021,"CCSP04651325177054",465132,5177054,"CCSP",207,2,3,"Survive",0,"7/20/2021","Incubating",0,0,"3","3",0,"3",63,3,38,0,15,0,15,"26","405",3,2,1,4,"Wagon",1,"NE","MTORG","Full","Heavy","",2.5,"FAC"
"585",2021,"CCSP04651325177054",465132,5177054,"CCSP",210,3,3,"Survive",0,"7/20/2021","Incubating",0,0,"3","3",0,"3",63,3,38,0,15,0,15,"26","405",3,2,1,4,"Wagon",1,"NE","MTORG","Full","Heavy","",2.5,"FAC"
"586",2021,"CCSP04651325177054",465132,5177054,"CCSP",212,4,3,"Survive",0,"7/20/2021","Nestling",0,0,"3","3",0,"3",63,3,38,0,15,0,15,"26","405",3,2,1,4,"Wagon",1,"NE","MTORG","Full","Heavy","",2.5,"FAC"
"587",2021,"CCSP04651325177054",465132,5177054,"CCSP",215,5,3,"Survive",0,"7/20/2021","Nestling",0,0,"3","3",0,"3",63,3,38,0,15,0,15,"26","405",3,2,1,4,"Wagon",1,"NE","MTORG","Full","Heavy","",2.5,"FAC"
"588",2021,"CCSP04651325177054",465132,5177054,"CCSP",218,6,3,"Failed",1,"7/20/2021","Nestling",0,0,"3","3",0,"3",63,3,38,0,15,0,15,"26","405",3,2,1,4,"Wagon",1,"NE","MTORG","Full","Heavy","",2.5,"FAC"
"589",2021,"CCSP04650005176675",465000,5176675,"CCSP",188,1,2,"Survive",0,"7/4/2021","Incubating",0,1,"2","0",0,"2",63,0,15,0,15,0,15,"19","505",4,4,3,2,"Wagon",2,"NE","MTORG","Moderate","Full","",3.25,"FAC"
"590",2021,"CCSP04650005176675",465000,5176675,"CCSP",191,2,3,"Survive",0,"7/4/2021","Incubating",1,1,"1","0",0,"2",63,0,15,0,15,0,15,"19","505",4,4,3,2,"Wagon",2,"NE","MTORG","Moderate","Full","",3.25,"FAC"
"591",2021,"CCSP04650005176675",465000,5176675,"CCSP",194,3,3,"Failed",1,"7/4/2021","Incubating",1,1,"1","0",0,"2",63,0,15,0,15,0,15,"19","505",4,4,3,2,"Wagon",2,"NE","MTORG","Moderate","Full","",3.25,"FAC"
"592",2021,"CCSP04651285176742",465128,5176742,"CCSP",164,1,3,"Survive",0,"6/9/2021","Incubating",0,0,"4","4",0,"4",63,0,15,0,3,0,15,"40","530",4,3,5,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"593",2021,"CCSP04651285176742",465128,5176742,"CCSP",167,2,3,"Survive",0,"6/9/2021","Incubating",0,0,"4","4",0,"4",63,0,15,0,3,0,15,"40","530",4,3,5,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"594",2021,"CCSP04651285176742",465128,5176742,"CCSP",170,3,3,"Survive",0,"6/9/2021","Nestling",0,0,"4","4",0,"4",63,0,15,0,3,0,15,"40","530",4,3,5,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"595",2021,"CCSP04651285176742",465128,5176742,"CCSP",173,4,3,"Survive",0,"6/9/2021","Nestling",1,1,"2","4",0,"4",63,0,15,0,3,0,15,"40","530",4,3,5,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"596",2021,"CCSP04651285176742",465128,5176742,"CCSP",176,5,3,"Survive",0,"6/9/2021","Nestling",1,1,"2","4",0,"4",63,0,15,0,3,0,15,"40","530",4,3,5,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"597",2021,"CCSP04651605176663",465160,5176663,"CCSP",164,1,3,"Survive",0,"6/9/2021","Incubating",0,0,"4","4",0,"2",38,15,38,0,0,0,15,"70","550",5,5,5,6,"Wagon",2,"NE","MTORG","Moderate","Full","",5.25,"FAC"
"598",2021,"CCSP04651605176663",465160,5176663,"CCSP",167,2,3,"Survive",0,"6/9/2021","Nestling",0,0,"4","4",0,"2",38,15,38,0,0,0,15,"70","550",5,5,5,6,"Wagon",2,"NE","MTORG","Moderate","Full","",5.25,"FAC"
"599",2021,"CCSP04651605176663",465160,5176663,"CCSP",170,3,3,"Failed",1,"6/9/2021","Nestling",0,0,"4","4",0,"2",38,15,38,0,0,0,15,"70","550",5,5,5,6,"Wagon",2,"NE","MTORG","Moderate","Full","",5.25,"FAC"
"600",2021,"CCSP04651735176684",465173,5176684,"CCSP",164,1,3,"Survive",0,"6/9/2021","Nestling",0,0,"4","4",0,"4",38,0,38,0,3,0,38,"80","630",4,5,5,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"601",2021,"CCSP04651735176684",465173,5176684,"CCSP",167,2,3,"Survive",0,"6/9/2021","Nestling",0,0,"4","4",0,"4",38,0,38,0,3,0,38,"80","630",4,5,5,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"602",2021,"CCSP04651735176684",465173,5176684,"CCSP",170,3,3,"Survive",0,"6/9/2021","Nestling",0,0,"4","4",0,"4",38,0,38,0,3,0,38,"80","630",4,5,5,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"603",2021,"CCSP04652125176697",465212,5176697,"CCSP",188,1,2,"Survive",0,"7/4/2021","Incubating",2,1,"1","2",2,"6",38,0,15,0,0,0,38,"15","655",8,8,6,8,"Wagon",2,"NE","MTORG","Moderate","Full","",7.5,"FAC"
"604",2021,"CCSP04652125176697",465212,5176697,"CCSP",191,2,3,"Survive",0,"7/4/2021","Incubating",2,1,"1","2",2,"6",38,0,15,0,0,0,38,"15","655",8,8,6,8,"Wagon",2,"NE","MTORG","Moderate","Full","",7.5,"FAC"
"605",2021,"CCSP04652125176697",465212,5176697,"CCSP",194,3,3,"Failed",1,"7/4/2021","Incubating",2,1,"1","2",2,"6",38,0,15,0,0,0,38,"15","655",8,8,6,8,"Wagon",2,"NE","MTORG","Moderate","Full","",7.5,"FAC"
"606",2021,"CCSP04652945177087",465294,5177087,"CCSP",148,1,3,"Survive",0,"5/24/2021","Incubating",3,1,"1","3",2,"1",85,3,15,0,3,0,15,"31","566",7,5,5,4,"Wagon",2,"NE","MTORG","Moderate","Full","",5.25,"FAC"
"607",2021,"CCSP04652945177087",465294,5177087,"CCSP",152,2,4,"Failed",1,"5/24/2021","Incubating",3,1,"1","3",2,"1",85,3,15,0,3,0,15,"31","566",7,5,5,4,"Wagon",2,"NE","MTORG","Moderate","Full","",5.25,"FAC"
"608",2021,"CCSP04653115176836",465311,5176836,"CCSP",188,1,1,"Survive",0,"7/5/2021","Incubating",0,0,"1","2",0,"4",38,3,63,0,3,0,15,"98","468",4,5,4,6,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"609",2021,"CCSP04653115176836",465311,5176836,"CCSP",191,2,3,"Failed",1,"7/5/2021","Incubating",0,0,"1","2",0,"4",38,3,63,0,3,0,15,"98","468",4,5,4,6,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"610",2021,"CCSP04653135176791",465313,5176791,"CCSP",149,1,3,"Survive",0,"5/25/2021","Laying",0,1,"1","1",0,"0",38,38,15,0,0,0,15,"23","600",4,4,3,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.5,"FAC"
"611",2021,"CCSP04653135176791",465313,5176791,"CCSP",152,2,3,"Survive",0,"5/25/2021","Laying",0,1,"1","1",0,"0",38,38,15,0,0,0,15,"23","600",4,4,3,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.5,"FAC"
"612",2021,"CCSP04653135176791",465313,5176791,"CCSP",155,3,3,"Survive",0,"5/25/2021","Laying",0,1,"1","1",0,"0",38,38,15,0,0,0,15,"23","600",4,4,3,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.5,"FAC"
"613",2021,"CCSP04653135176791",465313,5176791,"CCSP",158,4,3,"Survive",0,"5/25/2021","Laying",0,1,"1","1",0,"0",38,38,15,0,0,0,15,"23","600",4,4,3,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.5,"FAC"
"614",2021,"CCSP04653135176791",465313,5176791,"CCSP",160,5,2,"Survive",0,"5/25/2021","Laying",0,1,"1","1",0,"0",38,38,15,0,0,0,15,"23","600",4,4,3,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.5,"FAC"
"615",2021,"CCSP04653135176791",465313,5176791,"CCSP",163,6,3,"Survive",0,"5/25/2021","Laying",1,1,"1","1",0,"0",38,38,15,0,0,0,15,"23","600",4,4,3,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.5,"FAC"
"616",2021,"CCSP04653135176791",465313,5176791,"CCSP",164,7,1,"Abandoned",1,"5/25/2021","Laying",1,1,"1","1",0,"0",38,38,15,0,0,0,15,"23","600",4,4,3,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.5,"FAC"
"617",2021,"CCSP04653145177061",465314,5177061,"CCSP",167,1,3,"Survive",0,"6/12/2021","Incubating",0,0,"4","1",0,"-3",15,15,38,0,3,3,38,"40","710",6,4,4,6,"Wagon",2,"NE","MTORG","Moderate","Full","",5,"FAC"
"618",2021,"CCSP04653145177061",465314,5177061,"CCSP",170,2,3,"Failed",1,"6/12/2021","Incubating",0,0,"4","1",0,"-3",15,15,38,0,3,3,38,"40","710",6,4,4,6,"Wagon",2,"NE","MTORG","Moderate","Full","",5,"FAC"
"619",2021,"CCSP04653245176804",465324,5176804,"CCSP",164,1,3,"Survive",0,"6/9/2021","Incubating",1,1,"3","2",0,"-1",38,15,15,0,3,0,38,"66","605",5,5,7,6,"Wagon",2,"NE","MTORG","Moderate","Full","",5.75,"FAC"
"620",2021,"CCSP04653245176804",465324,5176804,"CCSP",167,2,3,"Survive",0,"6/9/2021","Incubating",1,1,"2","2",0,"-1",38,15,15,0,3,0,38,"66","605",5,5,7,6,"Wagon",2,"NE","MTORG","Moderate","Full","",5.75,"FAC"
"621",2021,"CCSP04653245176804",465324,5176804,"CCSP",170,3,3,"Failed",1,"6/9/2021","Incubating",1,1,"2","2",0,"-1",38,15,15,0,3,0,38,"66","605",5,5,7,6,"Wagon",2,"NE","MTORG","Moderate","Full","",5.75,"FAC"
"622",2021,"CCSP04653325176908",465332,5176908,"CCSP",176,1,2,"Failed",1,"6/22/2021","Laying",0,0,"1","1",0,"1",38,3,38,0,15,0,15,"22","790",5,5,6,7,"Wagon",2,"NE","MTORG","Moderate","Full","",5.75,"FAC"
"623",2021,"CCSP04653505177187",465350,5177187,"CCSP",164,1,3,"Failed",1,"6/9/2021","Incubating",0,0,"4","4",0,"10",38,38,15,0,38,0,38,"60","595",4,2,5,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3.5,"FAC"
"624",2021,"CCSP04653905177115",465390,5177115,"CCSP",164,1,0,"Unknown",NA,"6/9/2021","Incubating",3,1,"0","0",4,"0",38,15,38,0,3,0,38,"78","773",4,5,4,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.5,"FAC"
"625",2021,"CCSP04654275176941",465427,5176941,"CCSP",164,1,3,"Survive",0,"6/9/2021","Nestling",0,0,"4","4",0,"10",63,15,15,0,3,0,15,"63","410",2,3,4,2,"Wagon",2,"NE","MTORG","Moderate","Full","",2.75,"FAC"
"626",2021,"CCSP04654275176941",465427,5176941,"CCSP",167,2,3,"Failed",1,"6/9/2021","Nestling",0,0,"4","4",0,"10",63,15,15,0,3,0,15,"63","410",2,3,4,2,"Wagon",2,"NE","MTORG","Moderate","Full","",2.75,"FAC"
"627",2021,"CCSP04654365177041",465436,5177041,"CCSP",164,1,3,"Survive",0,"6/9/2021","Incubating",3,1,"2","2",3,"4",63,0,15,0,15,0,15,"40","510",4,3,4,6,"Wagon",2,"NE","MTORG","Moderate","Full","",4.25,"FAC"
"628",2021,"CCSP04654365177041",465436,5177041,"CCSP",167,2,3,"Survive",0,"6/9/2021","Incubating",3,1,"2","2",3,"4",63,0,15,0,15,0,15,"40","510",4,3,4,6,"Wagon",2,"NE","MTORG","Moderate","Full","",4.25,"FAC"
"629",2021,"CCSP04654365177041",465436,5177041,"CCSP",170,3,3,"Survive",0,"6/9/2021","Incubating",1,1,"2","2",3,"4",63,0,15,0,15,0,15,"40","510",4,3,4,6,"Wagon",2,"NE","MTORG","Moderate","Full","",4.25,"FAC"
"630",2021,"CCSP04654365177041",465436,5177041,"CCSP",173,4,3,"Survive",0,"6/9/2021","Incubating",1,1,"1","2",3,"4",63,0,15,0,15,0,15,"40","510",4,3,4,6,"Wagon",2,"NE","MTORG","Moderate","Full","",4.25,"FAC"
"631",2021,"CCSP04654365177041",465436,5177041,"CCSP",176,5,3,"Failed",1,"6/9/2021","Incubating",1,1,"1","2",3,"4",63,0,15,0,15,0,15,"40","510",4,3,4,6,"Wagon",2,"NE","MTORG","Moderate","Full","",4.25,"FAC"
"632",2021,"CCSP04655205177186",465520,5177186,"CCSP",164,1,3,"Failed",1,"6/9/2021","Incubating",0,0,"3","3",0,"5",15,15,38,0,15,0,15,"35","560",4,3,2,3,"Wagon",2,"NE","MTORG","Moderate","Full","",3,"FAC"
"633",2021,"CCSP04655215177081",465521,5177081,"CCSP",164,1,3,"Survive",0,"6/9/2021","Incubating",2,1,"3","3",2,"5",38,0,15,0,3,0,38,"35","594",5,5,4,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"634",2021,"CCSP04655215177081",465521,5177081,"CCSP",167,2,3,"Survive",0,"6/9/2021","Incubating",2,1,"3","3",2,"5",38,0,15,0,3,0,38,"35","594",5,5,4,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"635",2021,"CCSP04655215177081",465521,5177081,"CCSP",170,3,3,"Survive",0,"6/9/2021","Nestling",1,1,"3","3",2,"5",38,0,15,0,3,0,38,"35","594",5,5,4,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"636",2021,"CCSP04655215177081",465521,5177081,"CCSP",173,4,3,"Survive",0,"6/9/2021","Nestling",1,1,"3","3",2,"5",38,0,15,0,3,0,38,"35","594",5,5,4,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"637",2021,"CCSP04655215177081",465521,5177081,"CCSP",176,5,3,"Survive",0,"6/9/2021","Nestling",1,1,"1","3",2,"5",38,0,15,0,3,0,38,"35","594",5,5,4,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"638",2021,"CCSP04655215177081",465521,5177081,"CCSP",179,6,3,"Failed",1,"6/9/2021","Nestling",1,1,"1","3",2,"5",38,0,15,0,3,0,38,"35","594",5,5,4,5,"Wagon",2,"NE","MTORG","Moderate","Full","",4.75,"FAC"
"639",2021,"CCSP04655925177221",465592,5177221,"CCSP",179,1,4,"Survive",0,"6/23/2021","Laying",2,1,"3","2",0,"-1",38,38,15,0,3,0,15,"10","533",2,5,3,5,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"640",2021,"CCSP04655925177221",465592,5177221,"CCSP",182,2,3,"Survive",0,"6/23/2021","Incubating",2,1,"3","2",0,"-1",38,38,15,0,3,0,15,"10","533",2,5,3,5,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"641",2021,"CCSP04655925177221",465592,5177221,"CCSP",185,3,3,"Survive",0,"6/23/2021","Incubating",2,1,"3","2",0,"-1",38,38,15,0,3,0,15,"10","533",2,5,3,5,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"642",2021,"CCSP04655925177221",465592,5177221,"CCSP",188,4,3,"Survive",0,"6/23/2021","Incubating",2,1,"3","2",0,"-1",38,38,15,0,3,0,15,"10","533",2,5,3,5,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"643",2021,"CCSP04655925177221",465592,5177221,"CCSP",191,5,3,"Survive",0,"6/23/2021","Nestling",2,1,"3","2",0,"-1",38,38,15,0,3,0,15,"10","533",2,5,3,5,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"644",2021,"CCSP04655925177221",465592,5177221,"CCSP",194,6,3,"Survive",0,"6/23/2021","Nestling",2,1,"2","2",0,"-1",38,38,15,0,3,0,15,"10","533",2,5,3,5,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"645",2021,"CCSP04655925177221",465592,5177221,"CCSP",196,7,2,"Survive",0,"6/23/2021","Nestling",2,1,"1","2",0,"-1",38,38,15,0,3,0,15,"10","533",2,5,3,5,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"646",2021,"CCSP04655925177221",465592,5177221,"CCSP",199,8,3,"Failed",1,"6/23/2021","Nestling",2,1,"1","2",0,"-1",38,38,15,0,3,0,15,"10","533",2,5,3,5,"Wagon",2,"NE","MTORG","Moderate","Full","",3.75,"FAC"
"647",2021,"CCSP04656435177164",465643,5177164,"CCSP",164,1,0,"Unknown",NA,"6/9/2021","Laying",1,1,"0","0",1,"0",38,15,15,0,3,0,38,"5","800",6,3,6,6,"Wagon",2,"NE","MTORG","Moderate","Full","",5.25,"FAC"
"648",2021,"CCSP04650645176487",465064,5176487,"CCSP",175,1,1,"Survive",0,"6/22/2021","Incubating",2,1,"4","4",2,"6",63,15,15,0,0,0,15,"14","535",6,5,9,6,"Wagon",3,"NE","MTORG","Rest","Moderate","",6.5,"FAC"
"649",2021,"CCSP04650645176487",465064,5176487,"CCSP",178,2,3,"Survive",0,"6/22/2021","Incubating",2,1,"2","4",2,"6",63,15,15,0,0,0,15,"14","535",6,5,9,6,"Wagon",3,"NE","MTORG","Rest","Moderate","",6.5,"FAC"
"650",2021,"CCSP04650645176487",465064,5176487,"CCSP",184,3,6,"Failed",1,"6/22/2021","Incubating",2,1,"2","4",2,"6",63,15,15,0,0,0,15,"14","535",6,5,9,6,"Wagon",3,"NE","MTORG","Rest","Moderate","",6.5,"FAC"
