Year,id,X,Y,Spec,Date,Visit.Interval,Expos,Fate,Fate2,FirstFound,Stage,BHCONum,InitBHCO,Clutch,InitClutch,AgeFound,Open,KBG,Smooth.Brome,Litter,Bare,Forb,Grasslike,Woody,Litter.Depth,Veg.Height,R1,R2,R3,R4,Paddock,Replicate,Treatment,Notes,DateChecked,LastChecked,LastPresent,Initiation,BHCOPres,Nestling,cTreat,cDoD,pTreat,pDoD,start,end,grazed,grazep,VOR
2021,WEME04652825176001,465282,5176001,WEME,6/29/2021,2,3,0,Survive,176,Incubating,1,1,3,3,0,E,63,0,38,0,15,0,0,45,65,2,3,4,2,7,SE,MTORG,bird not on nest,180,201,201,176,1,0,Moderate,51.7,Full,60.2,194,215,8,1,2.75
2021,WEME04652825176001,465282,5176001,WEME,7/2/2021,3,3,0,Survive,176,Incubating,1,1,3,3,0,E,63,0,38,0,15,0,0,45,65,2,3,4,2,7,SE,MTORG,flushed,183,201,201,176,1,0,Moderate,51.7,Full,60.2,194,215,8,1,2.75
2021,WEME04652825176001,465282,5176001,WEME,7/5/2021,4,3,0,Survive,176,Incubating,1,1,3,3,0,E,63,0,38,0,15,0,0,45,65,2,3,4,2,7,SE,MTORG,flushed,186,201,201,176,1,0,Moderate,51.7,Full,60.2,194,215,8,1,2.75
2021,WEME04652825176001,465282,5176001,WEME,7/8/2021,5,3,0,Survive,176,Nestling,1,1,3,3,0,E,63,0,38,0,15,0,0,45,65,2,3,4,2,7,SE,MTORG,flushed,189,201,201,176,1,1,Moderate,51.7,Full,60.2,194,215,8,1,2.75
2021,WEME04652825176001,465282,5176001,WEME,7/11/2021,6,3,0,Survive,176,Nestling,1,1,3,3,0,E,63,0,38,0,15,0,0,45,65,2,3,4,2,7,SE,MTORG,NA,192,201,201,176,1,1,Moderate,51.7,Full,60.2,194,215,8,1,2.75
2021,WEME04652825176001,465282,5176001,WEME,7/14/2021,7,3,0,Survive,176,Nestling,1,1,2,3,0,E,63,0,38,0,15,0,0,45,65,2,3,4,2,7,SE,MTORG,no flush; parent heard,195,201,201,176,1,1,Moderate,51.7,Full,60.2,194,215,8,1,2.75
2021,WEME04652825176001,465282,5176001,WEME,7/17/2021,8,3,0,Survive,176,Nestling,1,1,1,3,0,E,63,0,38,0,15,0,0,45,65,2,3,4,2,7,SE,MTORG,look near fledging,198,201,201,176,1,1,Moderate,51.7,Full,60.2,194,215,8,1,2.75
2021,WEME04652825176001,465282,5176001,WEME,7/20/2021,9,3,0,Survive,176,Nestling,1,1,1,3,0,E,63,0,38,0,15,0,0,45,65,2,3,4,2,7,SE,MTORG,WEME calling steadily from cage; no fledglings found but WEME stayed near nest,201,201,201,176,1,1,Moderate,51.7,Full,60.2,194,215,8,1,2.75
2021,WEME04645555175689,464555,5175689,WEME,6/3/2021,1,3,0,Survive,151,Nestling,1,1,3,3,14,E,85,0,15,0,3,3,3,35,455,3,4,4,5,10,SW,MTORG,cowbird egg didn't hatch,154,163,163,137,1,1,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,WEME04645555175689,464555,5175689,WEME,6/6/2021,2,3,0,Survive,151,Nestling,1,1,3,3,14,E,85,0,15,0,3,3,3,35,455,3,4,4,5,10,SW,MTORG,not sure if 1 is BHCO,157,163,163,137,1,1,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,WEME04645555175689,464555,5175689,WEME,6/9/2021,3,3,0,Survive,151,Nestling,1,1,3,3,14,E,85,0,15,0,3,3,3,35,455,3,4,4,5,10,SW,MTORG,nestlings large,160,163,163,137,1,1,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,WEME04645555175689,464555,5175689,WEME,6/12/2021,4,3,0,Survive,151,Nestling,1,1,3,3,14,E,85,0,15,0,3,3,3,35,455,3,4,4,5,10,SW,MTORG,empty; quiet; flushed parent who kept scolding me,163,163,163,137,1,1,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,WEME04642215176060,464221,5176060,WEME,6/19/2021,1,2,0,Survive,168,Incubating,1,1,4,3,-1,E,38,15,15,0,0,0,15,25,510,2,4,5,5,11,SW,MTORG,NA,170,194,194,169,1,0,Rest,0,Moderate,33.7,NA,NA,0,0,4
2021,WEME04642215176060,464221,5176060,WEME,6/22/2021,2,3,0,Survive,168,Incubating,2,1,4,3,-1,E,38,15,15,0,0,0,15,25,510,2,4,5,5,11,SW,MTORG,NA,173,194,194,169,1,0,Rest,0,Moderate,33.7,NA,NA,0,0,4
2021,WEME04642215176060,464221,5176060,WEME,6/25/2021,3,3,0,Survive,168,Incubating,2,1,4,3,-1,E,38,15,15,0,0,0,15,25,510,2,4,5,5,11,SW,MTORG,NA,176,194,194,169,1,0,Rest,0,Moderate,33.7,NA,NA,0,0,4
2021,WEME04642215176060,464221,5176060,WEME,6/28/2021,4,3,0,Survive,168,Incubating,2,1,4,3,-1,E,38,15,15,0,0,0,15,25,510,2,4,5,5,11,SW,MTORG,NA,179,194,194,169,1,0,Rest,0,Moderate,33.7,NA,NA,0,0,4
2021,WEME04642215176060,464221,5176060,WEME,7/1/2021,5,3,0,Survive,168,Nestling,2,1,4,3,-1,E,38,15,15,0,0,0,15,25,510,2,4,5,5,11,SW,MTORG,NA,182,194,194,169,1,1,Rest,0,Moderate,33.7,NA,NA,0,0,4
2021,WEME04642215176060,464221,5176060,WEME,7/4/2021,6,3,0,Survive,168,Nestling,2,1,3,3,-1,E,38,15,15,0,0,0,15,25,510,2,4,5,5,11,SW,MTORG,NA,185,194,194,169,1,1,Rest,0,Moderate,33.7,NA,NA,0,0,4
2021,WEME04642215176060,464221,5176060,WEME,7/7/2021,7,3,0,Survive,168,Nestling,2,1,3,3,-1,E,38,15,15,0,0,0,15,25,510,2,4,5,5,11,SW,MTORG,NA,188,194,194,169,1,1,Rest,0,Moderate,33.7,NA,NA,0,0,4
2021,WEME04642215176060,464221,5176060,WEME,7/10/2021,8,3,0,Survive,168,Nestling,2,1,2,3,-1,E,38,15,15,0,0,0,15,25,510,2,4,5,5,11,SW,MTORG,WEME flushed near,191,194,194,169,1,1,Rest,0,Moderate,33.7,NA,NA,0,0,4
2021,WEME04642215176060,464221,5176060,WEME,7/13/2021,9,3,0,Survive,168,Nestling,2,1,2,3,-1,E,38,15,15,0,0,0,15,25,510,2,4,5,5,11,SW,MTORG,WEME seen and heard singing nearby; no fledglings seen,194,194,194,169,1,1,Rest,0,Moderate,33.7,NA,NA,0,0,4
2021,NOPI04651265177213,465126,5177213,NOPI,5/27/2021,1,3,0,Survive,144,Incubating,0,0,8,8,14,NA,63,38,15,0,3,0,3,127,435,2,2,2,2,1,NE,MTORG,NA,147,153,153,130,0,0,Heavy,76.3,Rest,0,144,172,10,1,2
2021,NOPI04651265177213,465126,5177213,NOPI,5/31/2021,2,4,0,Survive,144,Incubating,0,0,8,8,14,NA,63,38,15,0,3,0,3,127,435,2,2,2,2,1,NE,MTORG,flushed,151,153,153,130,0,0,Heavy,76.3,Rest,0,144,172,10,1,2
2021,NOPI04651265177213,465126,5177213,NOPI,6/2/2021,3,2,0,Survive,144,Incubating,0,0,8,8,14,NA,63,38,15,0,3,0,3,127,435,2,2,2,2,1,NE,MTORG,all but 1 egg hatched,153,153,153,130,0,0,Heavy,76.3,Rest,0,144,172,10,1,2
2021,NOPI04655585177170,465558,5177170,NOPI,5/28/2021,1,3,0,Survive,145,Incubating,0,0,8,8,17,NA,15,85,15,0,3,0,3,120,410,3,3,2,3,2,NE,MTORG,NA,148,151,151,128,0,0,Full,52.3,Heavy,60.6,172,194,0,0,2.75
2021,NOPI04655585177170,465558,5177170,NOPI,5/31/2021,2,3,0,Survive,145,Incubating,0,0,8,8,17,NA,15,85,15,0,3,0,3,120,410,3,3,2,3,2,NE,MTORG,all eggs hatched except 3,151,151,151,128,0,0,Full,52.3,Heavy,60.6,172,194,0,0,2.75
2021,NOPI04652465176909,465246,5176909,NOPI,6/12/2021,1,3,0,Survive,160,Incubating,0,0,8,8,4,NA,0,0,3,0,0,98,0,20,933,6,5,6,10,2,NE,MTORG,NA,163,181,181,156,0,0,Full,52.3,Heavy,60.6,172,194,10,1,6.75
2021,NOPI04652465176909,465246,5176909,NOPI,6/15/2021,2,3,0,Survive,160,Incubating,0,0,8,8,4,NA,0,0,3,0,0,98,0,20,933,6,5,6,10,2,NE,MTORG,likely NOPI,166,181,181,156,0,0,Full,52.3,Heavy,60.6,172,194,10,1,6.75
2021,NOPI04652465176909,465246,5176909,NOPI,6/18/2021,3,3,0,Survive,160,Incubating,0,0,8,8,4,NA,0,0,3,0,0,98,0,20,933,6,5,6,10,2,NE,MTORG,flushed,169,181,181,156,0,0,Full,52.3,Heavy,60.6,172,194,10,1,6.75
2021,NOPI04652465176909,465246,5176909,NOPI,6/21/2021,4,3,0,Survive,160,Incubating,0,0,8,8,4,NA,0,0,3,0,0,98,0,20,933,6,5,6,10,2,NE,MTORG,NA,172,181,181,156,0,0,Full,52.3,Heavy,60.6,172,194,10,1,6.75
2021,NOPI04652465176909,465246,5176909,NOPI,6/24/2021,5,3,0,Survive,160,Incubating,0,0,8,8,4,NA,0,0,3,0,0,98,0,20,933,6,5,6,10,2,NE,MTORG,flushed,175,181,181,156,0,0,Full,52.3,Heavy,60.6,172,194,10,1,6.75
2021,NOPI04652465176909,465246,5176909,NOPI,6/27/2021,6,3,0,Survive,160,Incubating,0,0,8,8,4,NA,0,0,3,0,0,98,0,20,933,6,5,6,10,2,NE,MTORG,NA,178,181,181,156,0,0,Full,52.3,Heavy,60.6,172,194,10,1,6.75
2021,NOPI04652465176909,465246,5176909,NOPI,6/30/2021,7,3,0,Survive,160,Incubating,0,0,8,8,4,NA,0,0,3,0,0,98,0,20,933,6,5,6,10,2,NE,MTORG,eggshells separate easily from shell but not all broken cleanly,181,181,181,156,0,0,Full,52.3,Heavy,60.6,172,194,10,1,6.75
2021,NOPI04652495176551,465249,5176551,NOPI,6/11/2021,1,4,0,Survive,158,Incubating,0,0,7,6,-1,NA,38,38,15,0,15,0,38,97,631,5,5,6,6,3,NE,MTORG,NA,162,183,183,159,0,0,Moderate,51.7,Full,60.2,194,215,0,0,5.5
2021,NOPI04652495176551,465249,5176551,NOPI,6/29/2021,2,18,0,Survive,158,Incubating,0,0,7,6,-1,NA,38,38,15,0,15,0,38,97,631,5,5,6,6,3,NE,MTORG,NA,180,183,183,159,0,0,Moderate,51.7,Full,60.2,194,215,0,0,5.5
2021,NOPI04652495176551,465249,5176551,NOPI,7/2/2021,3,3,0,Survive,158,Incubating,0,0,7,6,-1,NA,38,38,15,0,15,0,38,97,631,5,5,6,6,3,NE,MTORG,eggshells dry/crumbling; membrane separates easily from shell,183,183,183,159,0,0,Moderate,51.7,Full,60.2,194,215,0,0,5.5
2021,NOPI04653315176611,465331,5176611,NOPI,6/14/2021,1,4,0,Survive,161,Incubating,0,0,8,8,9,NA,38,38,38,0,3,0,0,40,550,4,4,4,3,3,NE,MTORG,NA,165,174,174,152,0,0,Moderate,51.7,Full,60.2,194,215,0,0,3.75
2021,NOPI04653315176611,465331,5176611,NOPI,6/17/2021,2,3,0,Survive,161,Incubating,0,0,8,8,9,NA,38,38,38,0,3,0,0,40,550,4,4,4,3,3,NE,MTORG,bird not on nest,168,174,174,152,0,0,Moderate,51.7,Full,60.2,194,215,0,0,3.75
2021,NOPI04653315176611,465331,5176611,NOPI,6/20/2021,3,3,0,Survive,161,Incubating,0,0,8,8,9,NA,38,38,38,0,3,0,0,40,550,4,4,4,3,3,NE,MTORG,some eggs crushed nearby,171,174,174,152,0,0,Moderate,51.7,Full,60.2,194,215,0,0,3.75
2021,NOPI04653315176611,465331,5176611,NOPI,6/23/2021,4,3,0,Survive,161,Incubating,0,0,8,8,9,NA,38,38,38,0,3,0,0,40,550,4,4,4,3,3,NE,MTORG,2 eggs with cracks in the middle; duck walking around honking,174,174,174,152,0,0,Moderate,51.7,Full,60.2,194,215,0,0,3.75
2021,NOPI04652395176550,465239,5176550,NOPI,5/28/2021,1,3,0,Survive,145,Incubating,0,0,9,9,12,NA,63,0,15,0,0,0,15,220,567,2,5,4,3,3,NE,MTORG,flushed,148,155,155,133,0,0,Moderate,51.7,Full,60.2,194,215,0,0,3.5
2021,NOPI04652395176550,465239,5176550,NOPI,5/31/2021,2,3,0,Survive,145,Incubating,0,0,9,9,12,NA,63,0,15,0,0,0,15,220,567,2,5,4,3,3,NE,MTORG,flushed,151,155,155,133,0,0,Moderate,51.7,Full,60.2,194,215,0,0,3.5
2021,NOPI04652395176550,465239,5176550,NOPI,6/4/2021,3,4,0,Survive,145,Incubating,0,0,9,9,12,NA,63,0,15,0,0,0,15,220,567,2,5,4,3,3,NE,MTORG,5 hatched,155,155,155,133,0,0,Moderate,51.7,Full,60.2,194,215,0,0,3.5
2021,NOPI04656115176756,465611,5176756,NOPI,6/11/2021,1,4,1,Failed,158,Incubating,0,0,8,8,4,NA,15,38,15,0,3,0,38,72,606,4,4,4,4,3,NE,MTORG,multiple eggs broken outside of nest; likely predated/abandoned; no mother,162,162,158,154,0,0,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,NOPI04653575175848,465357,5175848,NOPI,6/3/2021,1,3,0,Survive,151,Incubating,0,0,7,7,15,NA,63,3,15,0,3,0,15,111,510,3,4,5,4,7,SW,MTORG,NA,154,160,160,136,0,0,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,NOPI04653575175848,465357,5175848,NOPI,6/6/2021,2,3,0,Survive,151,Incubating,0,0,7,7,15,NA,63,3,15,0,3,0,15,111,510,3,4,5,4,7,SW,MTORG,NA,157,160,160,136,0,0,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,NOPI04653575175848,465357,5175848,NOPI,6/9/2021,3,3,0,Survive,151,Incubating,0,0,7,7,15,NA,63,3,15,0,3,0,15,111,510,3,4,5,4,7,SW,MTORG,saw hatching; nestlings in nest,160,160,160,136,0,0,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,NOPI04644315176588,464431,5176588,NOPI,6/19/2021,1,3,0,Survive,167,Incubating,0,0,8,8,12,NA,38,15,15,0,15,0,38,40,580,4,2,4,6,13,NW,MTORG,NA,170,179,179,155,0,0,Full,52.3,Heavy,60.6,172,194,8,1,4
2021,NOPI04644315176588,464431,5176588,NOPI,6/22/2021,2,3,0,Survive,167,Incubating,0,0,8,8,12,NA,38,15,15,0,15,0,38,40,580,4,2,4,6,13,NW,MTORG,flushed,173,179,179,155,0,0,Full,52.3,Heavy,60.6,172,194,8,1,4
2021,NOPI04644315176588,464431,5176588,NOPI,6/25/2021,3,3,0,Survive,167,Incubating,0,0,8,8,12,NA,38,15,15,0,15,0,38,40,580,4,2,4,6,13,NW,MTORG,NA,176,179,179,155,0,0,Full,52.3,Heavy,60.6,172,194,8,1,4
2021,NOPI04644315176588,464431,5176588,NOPI,6/28/2021,4,3,0,Survive,167,Incubating,0,0,8,8,12,NA,38,15,15,0,15,0,38,40,580,4,2,4,6,13,NW,MTORG,saw hatching,179,179,179,155,0,0,Full,52.3,Heavy,60.6,172,194,8,1,4
2021,NOPI04648685176749,464868,5176749,NOPI,6/10/2021,1,3,0,Survive,158,Incubating,0,0,7,7,19,NA,38,0,3,0,0,0,85,42,582,1,2,2,3,16,NW,MTORG,saw hatching; nestlings in nest,161,161,161,139,0,0,Heavy,76.3,Rest,0,144,172,18,1,2
2021,CCSP04649645176706,464964,5176706,CCSP,6/11/2021,1,4,0,Survive,158,Incubating,2,2,1,2,5,NA,38,0,38,0,15,0,38,50,490,2,2,4,6,1,NE,MTORG,bird not at nest,162,168,165,153,1,0,Heavy,76.3,Rest,0,144,172,16,1,3.5
2021,CCSP04649645176706,464964,5176706,CCSP,6/14/2021,2,3,0,Survive,158,Incubating,2,2,1,2,5,NA,38,0,38,0,15,0,38,50,490,2,2,4,6,1,NE,MTORG,NA,165,168,165,153,1,0,Heavy,76.3,Rest,0,144,172,16,1,3.5
2021,CCSP04649645176706,464964,5176706,CCSP,6/17/2021,3,3,1,Failed,158,Incubating,2,2,1,2,5,NA,38,0,38,0,15,0,38,50,490,2,2,4,6,1,NE,MTORG,no host nestling after this point,168,168,165,153,1,0,Heavy,76.3,Rest,0,144,172,16,1,3.5
2021,CCSP04651735176684,465173,5176684,CCSP,6/12/2021,1,3,0,Survive,160,Nestling,0,0,4,4,7,NA,38,0,38,0,3,0,38,80,630,4,5,5,5,2,NE,MTORG,3 nestlings; 1 egg,163,169,169,153,0,1,Full,52.3,Heavy,60.6,172,194,0,0,4.75
2021,CCSP04651735176684,465173,5176684,CCSP,6/15/2021,2,3,0,Survive,160,Nestling,0,0,4,4,7,NA,38,0,38,0,3,0,38,80,630,4,5,5,5,2,NE,MTORG,flushed at least 3,166,169,169,153,0,1,Full,52.3,Heavy,60.6,172,194,0,0,4.75
2021,CCSP04651735176684,465173,5176684,CCSP,6/18/2021,3,3,0,Survive,160,Nestling,0,0,4,4,7,NA,38,0,38,0,3,0,38,80,630,4,5,5,5,2,NE,MTORG,mother around but didn't chip/no fledglings een,169,169,169,153,0,1,Full,52.3,Heavy,60.6,172,194,0,0,4.75
2021,CCSP04651285176742,465128,5176742,CCSP,6/12/2021,1,3,0,Survive,160,Incubating,0,0,4,4,5,NA,63,0,15,0,3,0,15,40,530,4,3,5,3,2,NE,MTORG,flushed,163,175,175,155,0,0,Full,52.3,Heavy,60.6,172,194,4,1,3.75
2021,CCSP04651285176742,465128,5176742,CCSP,6/15/2021,2,3,0,Survive,160,Incubating,0,0,4,4,5,NA,63,0,15,0,3,0,15,40,530,4,3,5,3,2,NE,MTORG,flushed,166,175,175,155,0,0,Full,52.3,Heavy,60.6,172,194,4,1,3.75
2021,CCSP04651285176742,465128,5176742,CCSP,6/18/2021,3,3,0,Survive,160,Nestling,0,0,4,4,5,NA,63,0,15,0,3,0,15,40,530,4,3,5,3,2,NE,MTORG,NA,169,175,175,155,0,1,Full,52.3,Heavy,60.6,172,194,4,1,3.75
2021,CCSP04651285176742,465128,5176742,CCSP,6/21/2021,4,3,0,Survive,160,Nestling,0,0,2,4,5,NA,63,0,15,0,3,0,15,40,530,4,3,5,3,2,NE,MTORG,NA,172,175,175,155,0,1,Full,52.3,Heavy,60.6,172,194,4,1,3.75
2021,CCSP04651285176742,465128,5176742,CCSP,6/24/2021,5,3,0,Survive,160,Nestling,0,0,2,4,5,NA,63,0,15,0,3,0,15,40,530,4,3,5,3,2,NE,MTORG,1 older fledgling seen,175,175,175,155,0,1,Full,52.3,Heavy,60.6,172,194,4,1,3.75
2021,CCSP04655595176674,465559,5176674,CCSP,6/26/2021,1,3,0,Survive,174,Nestling,0,0,2,2,10,NA,38,0,15,0,3,0,38,55,477,4,3,4,5,3,NE,MTORG,NA,177,186,186,164,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,CCSP04655595176674,465559,5176674,CCSP,6/29/2021,2,3,0,Survive,174,Nestling,0,0,2,2,10,NA,38,0,15,0,3,0,38,55,477,4,3,4,5,3,NE,MTORG,NA,180,186,186,164,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,CCSP04655595176674,465559,5176674,CCSP,7/2/2021,3,3,0,Survive,174,Nestling,0,0,2,2,10,NA,38,0,15,0,3,0,38,55,477,4,3,4,5,3,NE,MTORG,NA,183,186,186,164,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,CCSP04655595176674,465559,5176674,CCSP,7/5/2021,4,3,0,Survive,174,Nestling,0,0,2,2,10,NA,38,0,15,0,3,0,38,55,477,4,3,4,5,3,NE,MTORG,2 CCSP nearby chipping and coming back to the nest when approached,186,186,186,164,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4
2021,CCSP04652085176662,465208,5176662,CCSP,7/8/2021,1,3,0,Survive,186,Incubating,1,1,2,2,6,NA,15,0,15,0,0,3,63,130,657,7,6,5,10,3,NE,MTORG,bird not on nest,189,201,201,180,1,0,Moderate,51.7,Full,60.2,194,215,8,1,7
2021,CCSP04652085176662,465208,5176662,CCSP,7/11/2021,2,3,0,Survive,186,Nestling,1,1,2,2,6,NA,15,0,15,0,0,3,63,130,657,7,6,5,10,3,NE,MTORG,NA,192,201,201,180,1,1,Moderate,51.7,Full,60.2,194,215,8,1,7
2021,CCSP04652085176662,465208,5176662,CCSP,7/14/2021,3,3,0,Survive,186,Nestling,1,1,2,2,6,NA,15,0,15,0,0,3,63,130,657,7,6,5,10,3,NE,MTORG,NA,195,201,201,180,1,1,Moderate,51.7,Full,60.2,194,215,8,1,7
2021,CCSP04652085176662,465208,5176662,CCSP,7/17/2021,4,3,0,Survive,186,Nestling,1,1,1,2,6,NA,15,0,15,0,0,3,63,130,657,7,6,5,10,3,NE,MTORG,NA,198,201,201,180,1,1,Moderate,51.7,Full,60.2,194,215,8,1,7
2021,CCSP04652085176662,465208,5176662,CCSP,7/20/2021,5,3,0,Survive,186,Nestling,1,1,1,2,6,NA,15,0,15,0,0,3,63,130,657,7,6,5,10,3,NE,MTORG,2 CCSP chirping nearby; no fledglings seen,201,201,201,180,1,1,Moderate,51.7,Full,60.2,194,215,8,1,7
2021,CCSP04656575176908,465657,5176908,CCSP,6/14/2021,1,4,0,Survive,161,Incubating,0,0,4,4,6,NA,63,0,38,0,3,0,0,97,475,4,4,5,4,3,NE,MTORG,NA,165,177,177,155,0,0,Moderate,51.7,Full,60.2,194,215,0,0,4.25
2021,CCSP04656575176908,465657,5176908,CCSP,6/17/2021,2,3,0,Survive,161,Nestling,0,0,4,4,6,NA,63,0,38,0,3,0,0,97,475,4,4,5,4,3,NE,MTORG,3 nestlings; 1 egg,168,177,177,155,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4.25
2021,CCSP04656575176908,465657,5176908,CCSP,6/20/2021,3,3,0,Survive,161,Nestling,0,0,4,4,6,NA,63,0,38,0,3,0,0,97,475,4,4,5,4,3,NE,MTORG,NA,171,177,177,155,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4.25
2021,CCSP04656575176908,465657,5176908,CCSP,6/23/2021,4,3,0,Survive,161,Nestling,0,0,4,4,6,NA,63,0,38,0,3,0,0,97,475,4,4,5,4,3,NE,MTORG,NA,174,177,177,155,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4.25
2021,CCSP04656575176908,465657,5176908,CCSP,6/26/2021,5,3,0,Survive,161,Nestling,0,0,4,4,6,NA,63,0,38,0,3,0,0,97,475,4,4,5,4,3,NE,MTORG,saw fledglings,177,177,177,155,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4.25
2021,CCSP04656005176741,465600,5176741,CCSP,6/14/2021,1,4,0,Survive,161,Nestling,0,0,3,3,12,NA,63,0,15,0,15,0,15,67,520,4,4,5,4,3,NE,MTORG,NA,165,171,171,149,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4.25
2021,CCSP04656005176741,465600,5176741,CCSP,6/17/2021,2,3,0,Survive,161,Nestling,0,0,3,3,12,NA,63,0,15,0,15,0,15,67,520,4,4,5,4,3,NE,MTORG,NA,168,171,171,149,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4.25
2021,CCSP04656005176741,465600,5176741,CCSP,6/20/2021,3,3,0,Survive,161,Nestling,0,0,3,3,12,NA,63,0,15,0,15,0,15,67,520,4,4,5,4,3,NE,MTORG,NA,171,171,171,149,0,1,Moderate,51.7,Full,60.2,194,215,0,0,4.25
2021,CCSP04653575176451,465357,5176451,CCSP,6/14/2021,1,4,0,Survive,161,Nestling,0,0,4,4,7,NA,38,0,38,0,3,0,38,20,570,2,5,6,4,4,NE,MTORG,nestling just hatched,165,174,174,154,0,1,Rest,0,Moderate,33.7,NA,NA,0,0,4.25
2021,CCSP04653575176451,465357,5176451,CCSP,6/17/2021,2,3,0,Survive,161,Nestling,0,0,4,4,7,NA,38,0,38,0,3,0,38,20,570,2,5,6,4,4,NE,MTORG,NA,168,174,174,154,0,1,Rest,0,Moderate,33.7,NA,NA,0,0,4.25
2021,CCSP04653575176451,465357,5176451,CCSP,6/20/2021,3,3,0,Survive,161,Nestling,0,0,2,4,7,NA,38,0,38,0,3,0,38,20,570,2,5,6,4,4,NE,MTORG,NA,171,174,174,154,0,1,Rest,0,Moderate,33.7,NA,NA,0,0,4.25
2021,CCSP04653575176451,465357,5176451,CCSP,6/23/2021,4,3,0,Survive,161,Nestling,0,0,2,4,7,NA,38,0,38,0,3,0,38,20,570,2,5,6,4,4,NE,MTORG,CCSP within 50ft chirping and flying around; no fledglings,174,174,174,154,0,1,Rest,0,Moderate,33.7,NA,NA,0,0,4.25
2021,CCSP04655265176340,465526,5176340,CCSP,5/30/2021,1,3,1,Failed,147,Incubating,2,2,2,2,3,NA,38,0,63,0,0,0,15,63,505,2,4,3,2,5,SE,MTORG,no host nestlings after this check,150,150,147,144,1,0,Heavy,76.3,Rest,0,144,172,7,1,2.75
2021,CCSP04656175176366,465617,5176366,CCSP,6/14/2021,1,3,1,Failed,162,Incubating,1,1,1,1,17,NA,63,0,15,0,15,0,15,30,525,2,2,2,2,5,SE,MTORG,egg broken; 1 CCSP nearby,165,165,162,145,1,0,Heavy,76.3,Rest,0,144,172,21,1,2
2021,CCSP04655535176203,465553,5176203,CCSP,6/13/2021,1,1,0,Survive,163,Nestling,0,0,3,3,19,NA,85,0,15,0,3,0,15,35,520,4,3,2,2,5,SE,MTORG,saw 2 CCSP within 30 and kept chirping near nest,164,164,164,144,0,1,Heavy,76.3,Rest,0,144,172,21,1,2.75
2021,CCSP04653305176392,465330,5176392,CCSP,6/14/2021,1,3,0,Survive,162,Incubating,1,1,2,2,6,NA,63,15,38,0,15,0,15,43,576,2,1,2,3,5,SE,MTORG,NA,165,180,180,156,1,0,Heavy,76.3,Rest,0,144,172,17,1,2
2021,CCSP04653305176392,465330,5176392,CCSP,6/17/2021,2,3,0,Survive,162,Incubating,1,1,2,2,6,NA,63,15,38,0,15,0,15,43,576,2,1,2,3,5,SE,MTORG,NA,168,180,180,156,1,0,Heavy,76.3,Rest,0,144,172,17,1,2
2021,CCSP04653305176392,465330,5176392,CCSP,6/20/2021,3,3,0,Survive,162,Nestling,1,1,2,2,6,NA,63,15,38,0,15,0,15,43,576,2,1,2,3,5,SE,MTORG,NA,171,180,180,156,1,1,Heavy,76.3,Rest,0,144,172,17,1,2
2021,CCSP04653305176392,465330,5176392,CCSP,6/23/2021,4,3,0,Survive,162,Nestling,1,1,2,2,6,NA,63,15,38,0,15,0,15,43,576,2,1,2,3,5,SE,MTORG,NA,174,180,180,156,1,1,Heavy,76.3,Rest,0,144,172,17,1,2
2021,CCSP04653305176392,465330,5176392,CCSP,6/26/2021,5,3,0,Survive,162,Nestling,1,1,2,2,6,NA,63,15,38,0,15,0,15,43,576,2,1,2,3,5,SE,MTORG,NA,177,180,180,156,1,1,Heavy,76.3,Rest,0,144,172,17,1,2
2021,CCSP04653305176392,465330,5176392,CCSP,6/29/2021,6,3,0,Survive,162,Nestling,1,1,2,2,6,NA,63,15,38,0,15,0,15,43,576,2,1,2,3,5,SE,MTORG,mom chirping and fledgling nearby,180,180,180,156,1,1,Heavy,76.3,Rest,0,144,172,17,1,2
2021,CCSP04652315176279,465231,5176279,CCSP,5/30/2021,1,3,0,Survive,147,Incubating,0,0,4,4,8,NA,63,0,15,0,3,0,63,35,630,5,2,6,5,5,SE,MTORG,NA,150,156,153,139,0,0,Heavy,76.3,Rest,0,144,172,13,1,4.5
2021,CCSP04652315176279,465231,5176279,CCSP,6/2/2021,2,3,0,Survive,147,Nestling,0,0,4,4,8,NA,63,0,15,0,3,0,63,35,630,5,2,6,5,5,SE,MTORG,NA,153,156,153,139,0,1,Heavy,76.3,Rest,0,144,172,13,1,4.5
