Year,id,Spec,DateChecked,Expos,FirstFound,Fate,Fate2,AgeFound,AgeDay1,Stage,InitBHCO,BHCONum,BHCOPres,InitClutch,Clutch,Open,KBG,SmoothB,Litter,Bare,Forb,Grasslike,Woody,LitterD,Veg.Height,VOR,Paddock,Replicate,Treatment,cTreat,pTreat,cDoD,pDoD,grazed,start,end
2023,GADW04642225177103,GADW,42,2,21,0,Survive,-2,-141,Incubating,0,0,0,6,8,NA,26.359832635983267,15.899581589958158,35.56485355648535,0,6.2761506276150625,0,15.899581589958158,46,655,5.5,14,NW,MTORG,68,0,70,0,17,143,178
2023,GADW04642225177103,GADW,45,3,21,0,Survive,-2,-141,Incubating,0,0,0,6,8,NA,26.359832635983267,15.899581589958158,35.56485355648535,0,6.2761506276150625,0,15.899581589958158,46,655,5.5,14,NW,MTORG,68,0,70,0,17,143,178
2023,GADW04642225177103,GADW,48,3,21,0,Survive,-2,-141,Incubating,0,0,0,6,8,NA,26.359832635983267,15.899581589958158,35.56485355648535,0,6.2761506276150625,0,15.899581589958158,46,655,5.5,14,NW,MTORG,68,0,70,0,17,143,178
2023,GADW04648385176944,GADW,27,3,24,0,Survive,12,-127,Incubating,0,0,0,11,11,NA,11.194029850746269,28.35820895522388,2.2388059701492535,0,11.194029850746269,0,47.01492537313433,21,776,8.5,16,NW,MTORG,39,49,30,45.3,0,201,212
2023,GADW04648385176944,GADW,28,1,24,0,Survive,12,-127,Incubating,0,0,0,11,11,NA,11.194029850746269,28.35820895522388,2.2388059701492535,0,11.194029850746269,0,47.01492537313433,21,776,8.5,16,NW,MTORG,39,49,30,45.3,0,201,212
2023,GADW04648385176944,GADW,31,3,24,0,Survive,12,-127,Incubating,0,0,0,11,11,NA,11.194029850746269,28.35820895522388,2.2388059701492535,0,11.194029850746269,0,47.01492537313433,21,776,8.5,16,NW,MTORG,39,49,30,45.3,0,201,212
2023,GADW04648385176944,GADW,34,3,24,1,Failed,12,-127,Incubating,0,0,0,11,11,NA,11.194029850746269,28.35820895522388,2.2388059701492535,0,11.194029850746269,0,47.01492537313433,21,776,8.5,16,NW,MTORG,39,49,30,45.3,0,201,212
2023,GADW04644795177159,GADW,25,3,22,0,Survive,11,-128,Incubating,0,0,0,10,10,NA,3.0927835051546393,39.175257731958766,39.175257731958766,0,3.0927835051546393,0,15.463917525773196,97,441,6,15,NW,MTORG,49,68,50,65.3,0,178,201
2023,GADW04644795177159,GADW,28,3,22,1,Failed,11,-128,Incubating,0,0,0,10,10,NA,3.0927835051546393,39.175257731958766,39.175257731958766,0,3.0927835051546393,0,15.463917525773196,97,441,6,15,NW,MTORG,49,68,50,65.3,0,178,201
2024,GADW04652745176953,GADW,54,2,52,0,Survive,0,-140,Incubating,0,0,0,8,8,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04652745176953,GADW,57,3,52,0,Survive,0,-140,Incubating,0,0,0,8,8,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04652745176953,GADW,60,3,52,0,Survive,0,-140,Incubating,0,0,0,8,8,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04652745176953,GADW,62,2,52,0,Survive,0,-140,Incubating,0,0,0,8,5,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04652745176953,GADW,64,2,52,0,Survive,0,-140,Incubating,0,0,0,8,5,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04652745176953,GADW,66,2,52,0,Survive,0,-140,Incubating,0,0,0,8,5,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04652745176953,GADW,68,2,52,0,Survive,0,-140,Incubating,0,0,0,8,5,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04652745176953,GADW,71,3,52,0,Survive,0,-140,Incubating,0,0,0,8,5,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04652745176953,GADW,73,2,52,0,Survive,0,-140,Incubating,0,0,0,8,5,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04652745176953,GADW,75,2,52,1,Failed,0,-140,Incubating,0,0,0,8,5,NA,20.792079207920793,12.541254125412541,32.34323432343234,0,12.541254125412541,0.9900990099009901,20.792079207920793,20,775,6.25,2,NW,MTORG,39,49,30,50,11,205,218
2024,GADW04649005175904,GADW,55,3,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04649005175904,GADW,58,3,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04649005175904,GADW,61,3,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04649005175904,GADW,64,3,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04649005175904,GADW,66,2,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04649005175904,GADW,68,2,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04649005175904,GADW,71,3,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04649005175904,GADW,73,2,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04649005175904,GADW,75,2,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04649005175904,GADW,78,3,52,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,32.818532818532816,0,37.83783783783784,0,14.671814671814673,0,14.671814671814673,100,640,6,9,SW,MTORG,39,49,30,50,14,205,218
2024,GADW04651585176056,GADW,54,3,51,0,Survive,7,-133,Incubating,0,0,0,9,9,NA,29.61672473867596,1.0452961672473868,34.146341463414636,0,21.951219512195124,0,13.240418118466899,30,1239,7,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04651585176056,GADW,57,3,51,0,Survive,7,-133,Incubating,0,0,0,9,9,NA,29.61672473867596,1.0452961672473868,34.146341463414636,0,21.951219512195124,0,13.240418118466899,30,1239,7,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04651585176056,GADW,60,3,51,0,Survive,7,-133,Incubating,0,0,0,9,9,NA,29.61672473867596,1.0452961672473868,34.146341463414636,0,21.951219512195124,0,13.240418118466899,30,1239,7,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04651585176056,GADW,62,2,51,0,Survive,7,-133,Incubating,0,0,0,9,9,NA,29.61672473867596,1.0452961672473868,34.146341463414636,0,21.951219512195124,0,13.240418118466899,30,1239,7,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04651585176056,GADW,64,2,51,0,Survive,7,-133,Incubating,0,0,0,9,9,NA,29.61672473867596,1.0452961672473868,34.146341463414636,0,21.951219512195124,0,13.240418118466899,30,1239,7,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04651585176056,GADW,66,2,51,0,Survive,7,-133,Incubating,0,0,0,9,9,NA,29.61672473867596,1.0452961672473868,34.146341463414636,0,21.951219512195124,0,13.240418118466899,30,1239,7,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04651585176056,GADW,68,2,51,0,Survive,7,-133,Incubating,0,0,0,9,9,NA,29.61672473867596,1.0452961672473868,34.146341463414636,0,21.951219512195124,0,13.240418118466899,30,1239,7,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04651585176056,GADW,71,3,51,1,Failed,7,-133,Incubating,0,0,0,9,9,NA,29.61672473867596,1.0452961672473868,34.146341463414636,0,21.951219512195124,0,13.240418118466899,30,1239,7,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04651615176648,GADW,48,3,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04651615176648,GADW,51,3,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04651615176648,GADW,54,3,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04651615176648,GADW,57,3,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04651615176648,GADW,60,3,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04651615176648,GADW,62,2,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04651615176648,GADW,64,2,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04651615176648,GADW,66,2,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04651615176648,GADW,68,2,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04651615176648,GADW,71,3,45,0,Survive,1,-139,Incubating,0,0,0,8,8,NA,25.6797583081571,0,29.607250755287005,0,19.033232628398792,0,25.6797583081571,56,773,6,2,NE,MTORG,39,49,30,50,7,205,218
2024,GADW04655325177125,GADW,48,3,45,0,Survive,3,-137,Incubating,0,0,0,6,4,NA,27.510917030567683,16.593886462882097,42.79475982532751,0,6.550218340611353,0,6.550218340611353,20,620,3,2,NE,MTORG,39,49,30,50,0,205,218
2024,GADW04655325177125,GADW,51,3,45,1,Failed,3,-137,Incubating,0,0,0,6,4,NA,27.510917030567683,16.593886462882097,42.79475982532751,0,6.550218340611353,0,6.550218340611353,20,620,3,2,NE,MTORG,39,49,30,50,0,205,218
2024,GADW04653335175723,GADW,35,2,33,1,Failed,17,-123,Incubating,0,0,0,10,10,NA,23.595505617977526,1.1235955056179776,36.70411985018727,0,5.617977528089887,1.1235955056179776,31.835205992509362,55,840,9.25,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04647225175910,GADW,55,3,52,0,Survive,11,-129,Incubating,0,0,0,7,7,NA,23.161764705882355,23.161764705882355,36.029411764705884,1.1029411764705883,5.514705882352941,5.514705882352941,5.514705882352941,100,672,4.5,9,SE,MTORG,39,49,30,50,4,205,218
2024,GADW04647225175910,GADW,58,3,52,0,Survive,11,-129,Incubating,0,0,0,7,7,NA,23.161764705882355,23.161764705882355,36.029411764705884,1.1029411764705883,5.514705882352941,5.514705882352941,5.514705882352941,100,672,4.5,9,SE,MTORG,39,49,30,50,4,205,218
2024,GADW04647225175910,GADW,61,3,52,0,Survive,11,-129,Incubating,0,0,0,7,7,NA,23.161764705882355,23.161764705882355,36.029411764705884,1.1029411764705883,5.514705882352941,5.514705882352941,5.514705882352941,100,672,4.5,9,SE,MTORG,39,49,30,50,4,205,218
2024,GADW04647225175910,GADW,64,3,52,0,Survive,11,-129,Incubating,0,0,0,7,7,NA,23.161764705882355,23.161764705882355,36.029411764705884,1.1029411764705883,5.514705882352941,5.514705882352941,5.514705882352941,100,672,4.5,9,SE,MTORG,39,49,30,50,4,205,218
2024,GADW04647225175910,GADW,66,2,52,0,Survive,11,-129,Incubating,0,0,0,7,7,NA,23.161764705882355,23.161764705882355,36.029411764705884,1.1029411764705883,5.514705882352941,5.514705882352941,5.514705882352941,100,672,4.5,9,SE,MTORG,39,49,30,50,4,205,218
2024,GADW04647225175910,GADW,68,2,52,0,Survive,11,-129,Incubating,0,0,0,7,7,NA,23.161764705882355,23.161764705882355,36.029411764705884,1.1029411764705883,5.514705882352941,5.514705882352941,5.514705882352941,100,672,4.5,9,SE,MTORG,39,49,30,50,4,205,218
2024,GADW04656375175946,GADW,51,3,48,1,Failed,7,-133,Incubating,0,0,0,7,7,NA,35.56485355648535,0,41.004184100418414,0,1.2552301255230125,6.2761506276150625,15.899581589958158,55,97,6.5,6,SE,MTORG,39,49,30,50,0,205,218
2024,GADW04653875176792,GADW,48,3,45,0,Survive,2,-138,Incubating,0,0,0,7,7,NA,32.56704980842912,0,37.547892720306514,0,5.747126436781609,0,24.137931034482758,40,905,7,3,NE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04653875176792,GADW,51,3,45,0,Survive,2,-138,Incubating,0,0,0,7,7,NA,32.56704980842912,0,37.547892720306514,0,5.747126436781609,0,24.137931034482758,40,905,7,3,NE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04653875176792,GADW,54,3,45,0,Survive,2,-138,Incubating,0,0,0,7,7,NA,32.56704980842912,0,37.547892720306514,0,5.747126436781609,0,24.137931034482758,40,905,7,3,NE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04653875176792,GADW,57,3,45,1,Failed,2,-138,Incubating,0,0,0,7,7,NA,32.56704980842912,0,37.547892720306514,0,5.747126436781609,0,24.137931034482758,40,905,7,3,NE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04646195176375,GADW,41,3,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04646195176375,GADW,44,3,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04646195176375,GADW,47,3,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04646195176375,GADW,49,2,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04646195176375,GADW,52,3,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04646195176375,GADW,55,3,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04646195176375,GADW,58,3,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04646195176375,GADW,61,3,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04646195176375,GADW,64,3,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04646195176375,GADW,66,2,38,0,Survive,-3,-143,Incubating,0,0,0,4,7,NA,27.508090614886733,0,31.715210355987054,0,12.297734627831716,0.9708737864077669,27.508090614886733,93,781,5.75,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04645075176250,GADW,41,3,38,0,Survive,7,-133,Incubating,0,0,0,6,6,NA,27.510917030567683,0,42.79475982532751,0,16.593886462882097,6.550218340611353,6.550218340611353,45,995,6.5,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04645075176250,GADW,44,3,38,0,Survive,7,-133,Incubating,0,0,0,6,6,NA,27.510917030567683,0,42.79475982532751,0,16.593886462882097,6.550218340611353,6.550218340611353,45,995,6.5,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04645075176250,GADW,47,3,38,0,Survive,7,-133,Incubating,0,0,0,6,6,NA,27.510917030567683,0,42.79475982532751,0,16.593886462882097,6.550218340611353,6.550218340611353,45,995,6.5,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04645075176250,GADW,49,2,38,0,Survive,7,-133,Incubating,0,0,0,6,6,NA,27.510917030567683,0,42.79475982532751,0,16.593886462882097,6.550218340611353,6.550218340611353,45,995,6.5,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04645075176250,GADW,52,3,38,0,Survive,7,-133,Incubating,0,0,0,6,6,NA,27.510917030567683,0,42.79475982532751,0,16.593886462882097,6.550218340611353,6.550218340611353,45,995,6.5,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04645075176250,GADW,55,3,38,0,Survive,7,-133,Incubating,0,0,0,6,6,NA,27.510917030567683,0,42.79475982532751,0,16.593886462882097,6.550218340611353,6.550218340611353,45,995,6.5,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04645075176250,GADW,58,3,38,1,Failed,7,-133,Incubating,0,0,0,6,6,NA,27.510917030567683,0,42.79475982532751,0,16.593886462882097,6.550218340611353,6.550218340611353,45,995,6.5,12,SW,MTORG,49,68,50,70,25,174,205
2024,GADW04656795177190,GADW,43,3,40,1,Failed,5,-135,Incubating,0,0,0,3,3,NA,6.147540983606557,25.81967213114754,40.16393442622951,0,15.573770491803279,6.147540983606557,6.147540983606557,80,855,6,2,NE,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,38,2,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,40,2,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,43,3,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,45,2,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,47,2,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,49,2,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,52,3,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,55,3,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,58,3,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04646425175685,GADW,61,3,36,0,Survive,2,-138,Incubating,0,0,0,9,9,NA,19.895287958115183,7.853403141361256,19.895287958115183,0,44.50261780104712,7.853403141361256,0,17,1510,11.75,9,SW,MTORG,39,49,30,50,0,205,218
2024,GADW04654215175696,GADW,35,2,33,1,Abandoned,0,-140,Laying,0,0,0,2,2,NA,29.929577464788732,0,34.50704225352113,0,13.380281690140844,0,22.183098591549296,20,870,7.25,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04652505175895,GADW,54,3,51,0,Survive,19,-121,Incubating,0,0,0,10,10,NA,12.666666666666668,12.666666666666668,32.666666666666664,0,21,0,21,23,840,7.5,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04652505175895,GADW,57,3,51,0,Survive,19,-121,Incubating,0,0,0,10,10,NA,12.666666666666668,12.666666666666668,32.666666666666664,0,21,0,21,23,840,7.5,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04652505175895,GADW,60,3,51,0,Survive,19,-121,Incubating,0,0,0,10,10,NA,12.666666666666668,12.666666666666668,32.666666666666664,0,21,0,21,23,840,7.5,7,SE,MTORG,0,39,0,30,0,NA,NA
2024,GADW04645335177059,GADW,24,3,21,0,Survive,-8,-148,Laying,0,0,0,1,0,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,26,2,21,0,Survive,-8,-148,Laying,0,0,0,1,5,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,29,3,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,31,2,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,33,2,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,36,3,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,39,3,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,41,2,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,44,3,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,47,3,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,49,2,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,52,3,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,55,3,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
2024,GADW04645335177059,GADW,58,3,21,0,Survive,-8,-148,Incubating,0,0,0,1,7,NA,14.901960784313726,14.901960784313726,38.43137254901961,0,1.1764705882352942,5.88235294117647,24.705882352941178,20,600,5.25,15,NW,MTORG,68,0,70,0,6,142,174
